chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr11	111424237	111424414	0.92	0.94	0.94	0.83	0.91	0.91	0.86	0.94	0.88	0.96	0.97	0.96	0.10	0.91	0.93	0.87	0.97	0.93	0.95	0.93	0.91	0.67	0.94	0.95	0.96	0.96	0.96	0.92	0.93	0.95	0.90	0.91	0.91	0.80	0.95	0.68	0.95	0.95	0.72
chr11	111646081	111646172	0.95	0.96	0.89	0.94	0.95	0.94	0.91	0.98	0.92	0.96	0.96	0.97	0.97	0.98	0.97	0.96	0.95	0.97	0.95	0.96	0.89	0.92	0.97	0.99	0.97	0.96	0.98	0.95	0.86	0.91	0.92	0.97	0.93	0.94	0.97	0.91	0.97	0.02	0.31
chr11	113770908	113771121	0.92	0.94	0.91	0.93	0.96	0.84	0.92	0.95	0.91	0.95	0.96	0.96	0.97	0.96	0.96	0.96	0.97	0.96	0.96	0.97	0.97	0.89	0.95	0.97	0.84	0.14	0.91	0.94	0.96	0.96	0.97	0.96	0.97	0.95	0.95	0.95	0.96	0.94	0.96
chr11	114280860	114280877	0.04	0.02	0.00	0.01	0.04	0.14	0.06	0.02	0.05	0.09	0.32	0.01	0.34	0.23	0.00	0.02	0.00	0.08	0.24	0.01	0.03	0.01	0.07	0.07	0.02	0.02	0.06	0.93	0.11	0.08	0.01	0.00	0.01	0.01	0.01	0.05	0.00	0.02	0.10
chr11	114596107	114596144	0.96	0.93	0.85	0.73	0.78	0.91	0.79	0.94	0.87	0.95	0.96	0.92	0.90	0.77	0.94	0.92	0.94	0.98	0.97	0.96	0.98	0.71	0.93	0.94	0.94	0.96	0.93	0.88	0.94	0.96	0.96	0.93	0.98	0.97	0.94	0.94	0.90	0.07	0.89
chr11	115717299	115717410	0.51	0.80	0.58	0.13	0.17	0.85	0.19	0.94	0.56	0.64	0.81	0.98	0.85	0.72	0.90	0.96	0.94	0.86	0.91	0.90	0.86	0.64	0.92	0.94	0.91	0.94	0.91	0.94	0.94	0.91	0.91	0.90	0.92	0.80	0.86	0.53	0.94	0.83	0.59
chr11	116774686	116774769	0.84	0.88	0.79	0.78	0.82	0.85	0.79	0.79	0.78	0.85	0.92	0.95	0.96	0.90	0.90	0.92	0.95	0.94	0.95	0.93	0.94	0.02	0.94	0.94	0.93	0.92	0.86	0.83	0.84	0.80	0.91	0.89	0.95	0.89	0.92	0.86	0.87	0.90	0.89
chr11	116826432	116826623	0.90	0.93	0.89	0.90	0.89	0.91	0.89	0.95	0.90	0.94	0.95	0.06	0.95	0.95	0.92	0.93	0.94	0.93	0.94	0.95	0.94	0.75	0.93	0.96	0.95	0.96	0.93	0.90	0.89	0.89	0.95	0.95	0.96	0.95	0.93	0.67	0.94	0.95	0.85
chr11	116830311	116830865	0.95	0.95	0.84	0.93	0.93	0.94	0.85	0.97	0.93	0.96	0.97	0.06	0.97	0.95	0.96	0.95	0.96	0.96	0.97	0.94	0.96	0.69	0.86	0.92	0.94	0.95	0.85	0.91	0.89	0.92	0.96	0.90	0.97	0.97	0.95	0.95	0.95	0.95	0.92
chr11	116834596	116834798	0.94	0.96	0.94	0.96	0.96	0.96	0.94	0.97	0.93	0.96	0.95	0.04	0.98	0.98	0.95	0.95	0.95	0.94	0.77	0.98	0.98	0.68	0.96	0.98	0.94	0.95	0.96	0.92	0.94	0.96	0.96	0.95	0.98	0.97	0.97	0.97	0.95	0.95	0.92
chr11	117312680	117312796	0.94	0.95	0.88	0.94	0.96	0.94	0.91	0.97	0.94	0.96	0.96	0.97	0.97	0.04	0.94	0.95	0.93	0.97	0.95	0.97	0.96	0.75	0.92	0.95	0.94	0.93	0.92	0.97	0.96	0.96	0.96	0.95	0.98	0.96	0.97	0.97	0.96	0.95	0.94
chr11	117313497	117313658	0.95	0.96	0.93	0.94	0.93	0.92	0.91	0.97	0.94	0.96	0.95	0.96	0.94	0.04	0.93	0.94	0.92	0.96	0.96	0.97	0.89	0.71	0.92	0.92	0.91	0.85	0.92	0.94	0.94	0.96	0.96	0.97	0.95	0.96	0.97	0.98	0.97	0.96	0.96
chr11	118304916	118305780	0.89	0.92	0.84	0.69	0.79	0.87	0.64	0.91	0.77	0.92	0.95	0.96	0.97	0.85	0.89	0.89	0.89	0.94	0.90	0.92	0.92	0.63	0.02	0.56	0.92	0.97	0.94	0.92	0.93	0.93	0.95	0.90	0.96	0.97	0.91	0.95	0.92	0.86	0.89
chr11	118341599	118342558	0.86	0.88	0.82	0.67	0.80	0.82	0.63	0.87	0.71	0.92	0.93	0.89	0.94	0.83	0.85	0.88	0.88	0.92	0.87	0.91	0.91	0.58	0.02	0.88	0.93	0.96	0.94	0.91	0.92	0.91	0.93	0.84	0.86	0.94	0.84	0.92	0.91	0.94	0.91
chr11	118342812	118343296	0.80	0.81	0.72	0.65	0.77	0.76	0.66	0.87	0.73	0.93	0.93	0.95	0.92	0.82	0.81	0.84	0.79	0.90	0.85	0.90	0.87	0.64	0.06	0.91	0.91	0.92	0.81	0.94	0.92	0.94	0.94	0.94	0.96	0.96	0.90	0.93	0.94	0.95	0.94
chr11	118346390	118346432	0.81	0.85	0.79	0.68	0.71	0.85	0.68	0.87	0.70	0.87	0.89	0.84	0.88	0.68	0.78	0.81	0.77	0.88	0.84	0.84	0.81	0.57	0.06	0.90	0.94	0.93	0.91	0.92	0.84	0.82	0.89	0.92	0.83	0.85	0.89	0.92	0.92	0.90	0.88
chr11	119171616	119171728	0.97	0.97	0.93	0.92	0.97	0.87	0.94	0.98	0.92	0.95	0.97	0.97	0.87	0.06	0.85	0.92	0.90	0.90	0.93	0.99	0.97	0.75	0.96	0.96	0.98	0.98	0.98	0.96	0.97	0.93	0.97	0.97	0.98	0.98	0.97	0.95	0.96	0.95	0.93
chr11	119896577	119896720	0.86	0.86	0.75	0.69	0.78	0.89	0.68	0.95	0.72	0.95	0.96	0.93	0.89	0.89	0.87	0.96	0.92	0.93	0.79	0.91	0.87	0.58	0.73	0.04	0.86	0.75	0.74	0.93	0.91	0.87	0.92	0.91	0.96	0.96	0.82	0.83	0.87	0.97	0.98
chr11	120207137	120207366	0.96	0.96	0.90	0.93	0.95	0.96	0.94	0.96	0.92	0.96	0.97	0.98	0.96	0.95	0.93	0.92	0.86	0.95	0.93	0.97	0.85	0.74	0.90	0.93	0.96	0.97	0.92	0.91	0.89	0.11	0.86	0.86	0.96	0.97	0.78	0.94	0.95	0.86	0.96
chr11	120293810	120293946	0.89	0.88	0.87	0.82	0.85	0.84	0.79	0.94	0.83	0.94	0.95	0.87	0.98	0.68	0.90	0.90	0.76	0.95	0.94	0.96	0.94	0.59	0.88	0.93	0.90	0.82	0.93	0.11	0.86	0.82	0.90	0.77	0.93	0.96	0.93	0.95	0.93	0.94	0.87
chr11	120385232	120385248	0.84	0.84	0.90	0.77	0.94	0.91	0.79	0.85	0.93	0.94	0.12	0.95	0.97	0.93	0.97	0.92	0.94	0.94	0.95	0.96	0.95	0.81	0.95	0.95	0.97	0.95	0.97	0.94	0.84	0.98	0.96	0.94	0.97	0.95	0.96	0.94	0.93	0.97	0.94
chr11	120930961	120930995	0.95	0.96	0.97	0.92	0.96	0.93	0.94	0.99	0.96	0.97	0.94	0.98	0.97	0.96	0.97	0.94	0.99	0.98	0.93	0.13	0.70	0.92	0.96	0.97	0.98	0.98	0.98	0.94	0.98	0.99	0.96	0.97	0.99	0.98	0.97	1.00	0.94	0.95	0.94
chr11	121330160	121330183	0.82	0.93	0.79	0.84	0.86	0.87	0.78	0.96	0.78	0.95	0.95	0.95	0.93	0.75	0.01	0.01	0.77	0.95	0.97	0.88	0.94	0.62	0.95	0.96	0.95	0.96	0.95	0.88	0.83	0.96	0.97	0.96	0.98	0.97	0.95	0.88	0.94	0.95	0.93
chr11	123212973	123212990	0.95	0.95	0.96	0.96	0.96	0.96	0.93	0.97	0.75	0.98	0.98	0.92	0.93	0.93	0.94	0.95	0.92	0.93	0.96	0.98	0.96	0.62	0.93	0.96	0.95	0.97	0.90	0.95	0.89	0.90	0.97	0.89	0.94	0.99	0.97	0.84	0.94	0.81	0.07
chr11	123577386	123577429	0.88	0.90	0.94	0.84	0.89	0.92	0.90	0.92	0.87	0.93	0.18	0.90	0.94	0.88	0.94	0.90	0.91	0.96	0.92	0.94	0.92	0.91	0.97	0.97	0.96	0.95	0.98	0.93	0.91	0.93	0.93	0.91	0.89	0.88	0.95	0.65	0.94	0.93	0.95
chr11	126272494	126272544	0.90	0.93	0.89	0.91	0.92	0.90	0.89	0.94	0.93	0.92	0.94	0.97	0.94	0.90	0.88	0.08	0.93	0.91	0.94	0.96	0.91	0.83	0.93	0.96	0.96	0.96	0.94	0.95	0.82	0.89	0.90	0.94	0.92	0.86	0.89	0.92	0.91	0.92	0.90
chr11	126277255	126277646	0.94	0.95	0.92	0.93	0.91	0.91	0.91	0.92	0.91	0.97	0.96	0.07	0.92	0.92	0.83	0.93	0.88	0.95	0.95	0.96	0.96	0.91	0.96	0.95	0.96	0.96	0.96	0.94	0.94	0.94	0.95	0.96	0.98	0.97	0.96	0.39	0.91	0.90	0.88
chr11	126717763	126717810	0.94	0.92	0.79	0.82	0.87	0.85	0.76	0.97	0.67	0.96	0.88	0.93	0.95	0.76	0.87	0.04	0.95	0.90	0.95	0.98	0.93	0.67	0.93	0.96	0.95	0.94	0.91	0.79	0.93	0.94	0.94	0.87	0.89	0.91	0.97	0.95	0.96	0.83	0.85
chr11	128048259	128048517	0.95	0.94	0.84	0.89	0.91	0.91	0.87	0.96	0.91	0.94	0.95	0.86	0.96	0.79	0.94	0.88	0.89	0.13	0.92	0.71	0.72	0.64	0.95	0.97	0.96	0.97	0.86	0.90	0.89	0.96	0.96	0.96	0.96	0.96	0.93	0.86	0.88	0.95	0.92
chr11	129445766	129445808	0.88	0.94	0.87	0.87	0.77	0.94	0.61	0.99	0.96	0.96	0.98	0.96	0.99	0.94	0.94	0.87	0.50	0.95	0.97	0.98	0.91	0.76	0.96	0.95	0.96	0.98	0.96	0.09	0.98	0.97	0.89	0.92	0.91	0.88	0.98	0.91	0.98	0.98	0.98
chr11	129455005	129455527	0.73	0.69	0.86	0.61	0.56	0.85	0.60	0.76	0.56	0.91	0.73	0.87	0.86	0.78	0.76	0.87	0.82	0.97	0.86	0.93	0.88	0.57	0.89	0.90	0.91	0.91	0.91	0.84	0.83	0.80	0.70	0.73	0.05	0.61	0.95	0.97	0.97	0.98	0.97
chr11	129937640	129937659	0.74	0.92	0.92	0.95	0.93	0.89	0.94	0.97	0.96	0.95	0.73	0.96	0.97	0.96	0.74	0.01	0.41	0.87	0.95	0.90	0.89	0.86	0.95	0.95	0.95	0.94	0.90	0.96	0.97	0.97	0.96	0.97	0.97	0.96	0.98	0.97	0.96	0.94	0.96
chr11	130528777	130528798	0.97	0.95	0.92	0.96	0.95	0.82	0.96	0.96	0.94	0.94	0.94	0.78	0.98	0.97	0.97	0.95	0.92	0.75	0.83	0.32	0.85	0.69	0.89	0.93	0.96	0.95	0.93	0.91	0.93	0.97	0.97	0.98	0.98	0.99	0.98	0.91	0.98	0.96	0.05
chr11	132161701	132161821	0.94	0.94	0.94	0.91	0.89	0.73	0.94	0.97	0.93	0.97	0.83	0.90	0.93	0.85	0.94	0.96	0.96	0.18	0.95	0.86	0.94	0.76	0.95	0.96	0.96	0.94	0.97	0.95	0.96	0.93	0.96	0.89	0.95	0.95	0.92	0.96	0.92	0.95	0.94
chr11	132859222	132859479	0.65	0.79	0.75	0.15	0.68	0.66	0.25	0.95	0.81	0.93	0.83	0.89	0.90	0.72	0.95	0.95	0.97	0.94	0.92	0.67	0.81	0.50	0.84	0.86	0.89	0.89	0.84	0.91	0.93	0.91	0.90	0.80	0.84	0.96	0.96	0.94	0.92	0.87	0.87
chr11	134058306	134058381	0.94	0.94	0.82	0.76	0.84	0.89	0.85	0.90	0.91	0.92	0.90	0.81	0.88	0.81	0.93	0.92	0.81	0.93	0.91	0.87	0.92	0.65	0.07	0.66	0.86	0.89	0.93	0.94	0.94	0.95	0.96	0.92	0.97	0.97	0.88	0.87	0.91	0.93	0.94
chr12	923652	923879	0.87	0.92	0.90	0.91	0.94	0.81	0.86	0.91	0.91	0.92	0.92	0.96	0.96	0.92	0.97	0.97	0.97	0.96	0.95	0.96	0.95	0.91	0.96	0.95	0.20	0.77	0.95	0.96	0.95	0.95	0.94	0.95	0.96	0.94	0.94	0.91	0.95	0.95	0.96
chr12	1444646	1444884	0.87	0.90	0.90	0.79	0.91	0.92	0.74	0.97	0.73	0.96	0.92	0.97	0.96	0.97	0.97	0.97	0.97	0.87	0.94	0.90	0.93	0.83	0.92	0.96	0.97	0.97	0.86	0.92	0.92	0.93	0.92	0.94	0.54	0.06	0.95	0.95	0.97	0.96	0.97
chr12	1492293	1492375	0.95	0.94	0.92	0.91	0.79	0.82	0.95	0.94	0.95	0.95	0.83	0.98	0.95	0.93	0.98	0.98	0.97	0.91	0.95	0.93	0.93	0.03	0.97	0.90	0.98	0.96	0.99	0.97	0.93	0.96	0.96	0.95	0.98	0.95	0.97	0.99	0.95	0.98	0.97
chr12	1643186	1643555	0.96	0.95	0.90	0.90	0.95	0.95	0.94	0.06	0.94	0.95	0.95	0.96	0.97	0.96	0.95	0.95	0.90	0.98	0.94	0.96	0.96	0.75	0.92	0.96	0.96	0.97	0.96	0.94	0.92	0.93	0.97	0.97	0.97	0.95	0.93	0.97	0.95	0.96	0.96
chr12	1970915	1971690	0.89	0.96	0.95	0.93	0.94	0.93	0.93	0.07	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.91	0.97	0.97	0.96	0.85	0.96	0.94	0.96	0.95	0.97	0.97	0.99	0.98	0.97	0.95	0.97	0.96	0.97
chr12	2397448	2397499	0.98	0.97	0.95	0.91	0.96	0.91	0.94	0.95	0.89	0.95	0.93	0.93	0.92	0.96	0.93	0.98	0.97	0.92	0.95	0.98	0.94	0.78	0.96	0.98	0.98	0.98	0.96	0.87	0.90	0.91	0.85	0.91	0.97	0.92	0.95	0.71	0.93	0.85	0.03
chr12	3032338	3032416	0.95	0.92	0.88	0.92	0.97	0.91	0.93	0.95	0.91	0.96	0.96	0.96	0.91	0.04	0.86	0.90	0.88	0.97	0.95	0.96	0.94	0.74	0.91	0.96	0.96	0.96	0.92	0.96	0.97	0.94	0.98	0.96	0.98	0.98	0.97	0.94	0.97	0.97	0.96
chr12	3792030	3792041	0.93	0.97	0.95	0.94	0.96	0.97	0.90	0.97	0.91	0.96	0.97	0.98	0.98	0.98	0.99	0.99	0.98	0.98	0.95	0.97	0.67	0.89	0.97	0.98	0.98	0.99	0.98	0.93	0.98	0.95	0.15	0.77	0.03	0.84	0.83	0.95	0.95	0.98	0.97
chr12	4315051	4315173	0.93	0.93	0.91	0.76	0.85	0.96	0.81	0.96	0.75	0.96	0.96	0.88	0.91	0.96	0.92	0.95	0.95	0.91	0.96	0.93	0.89	0.62	0.95	0.96	0.96	0.97	0.95	0.09	0.83	0.93	0.95	0.94	0.85	0.88	0.94	0.88	0.90	0.96	0.95
chr12	4445495	4445534	0.86	0.85	0.88	0.70	0.71	0.57	0.67	0.89	0.72	0.90	0.93	0.75	0.83	0.65	0.88	0.85	0.76	0.11	0.88	0.73	0.76	0.63	0.88	0.94	0.95	0.95	0.94	0.74	0.88	0.90	0.88	0.87	0.68	0.86	0.83	0.93	0.85	0.92	0.91
chr12	4445620	4445806	0.90	0.91	0.90	0.75	0.82	0.53	0.78	0.89	0.86	0.94	0.92	0.91	0.89	0.84	0.87	0.92	0.87	0.16	0.94	0.89	0.89	0.74	0.92	0.95	0.96	0.97	0.93	0.91	0.92	0.94	0.86	0.87	0.94	0.95	0.92	0.93	0.91	0.95	0.95
chr12	5550740	5550801	0.93	0.94	0.77	0.77	0.77	0.91	0.75	0.96	0.01	0.93	0.95	0.88	0.94	0.78	0.87	0.86	0.88	0.96	0.89	0.94	0.89	0.63	0.94	0.95	0.96	0.96	0.95	0.90	0.92	0.93	0.93	0.90	0.91	0.93	0.89	0.95	0.93	0.96	0.97
chr12	5638567	5638732	0.97	0.96	0.87	0.83	0.88	0.96	0.78	0.98	0.75	0.97	0.97	0.88	0.91	0.79	0.87	0.90	0.87	0.96	0.94	0.98	0.87	0.71	0.91	0.92	0.95	0.96	0.95	0.89	0.90	0.92	0.94	0.82	0.18	0.88	0.86	0.93	0.93	0.93	0.97
chr12	7116429	7116457	0.95	0.94	0.93	0.88	0.94	0.93	0.84	0.85	0.88	0.94	0.96	0.95	0.96	0.84	0.92	0.91	0.92	0.97	0.97	0.95	0.96	0.05	0.96	0.97	0.96	0.98	0.94	0.91	0.95	0.97	0.97	0.98	0.98	0.98	0.95	0.96	0.97	0.93	0.96
chr12	7132023	7132362	0.80	0.93	0.84	0.68	0.82	0.81	0.79	0.97	0.84	0.94	0.13	0.95	0.97	0.95	0.93	0.97	0.96	0.95	0.96	0.96	0.96	0.75	0.96	0.98	0.96	0.97	0.96	0.94	0.92	0.91	0.97	0.95	0.97	0.95	0.97	0.95	0.96	0.96	0.95
chr12	7185690	7185720	0.95	0.95	0.79	0.89	0.91	0.70	0.82	0.98	0.85	0.97	0.96	0.96	0.96	0.95	0.93	0.95	0.94	0.86	0.82	0.96	0.96	0.74	0.92	0.87	0.78	0.01	0.69	0.95	0.95	0.91	0.96	0.94	0.97	0.98	0.84	0.93	0.95	0.93	0.95
chr12	7833246	7833428	0.89	0.92	0.80	0.79	0.87	0.87	0.85	0.89	0.83	0.93	0.97	0.86	0.90	0.82	0.92	0.88	0.85	0.94	0.94	0.92	0.89	0.02	0.93	0.95	0.95	0.94	0.92	0.85	0.86	0.88	0.88	0.93	0.89	0.92	0.91	0.93	0.90	0.82	0.86
chr12	8655908	8656130	0.82	0.87	0.80	0.88	0.77	0.79	0.81	0.91	0.77	0.93	0.94	0.90	0.87	0.71	0.85	0.84	0.83	0.84	0.90	0.02	0.26	0.75	0.93	0.94	0.95	0.95	0.93	0.94	0.80	0.75	0.86	0.88	0.87	0.91	0.87	0.80	0.89	0.86	0.88
chr12	9642673	9643208	0.94	0.94	0.68	0.80	0.92	0.92	0.84	0.96	0.78	0.91	0.96	0.93	0.96	0.86	0.90	0.92	0.90	0.97	0.95	0.97	0.96	0.77	0.74	0.06	0.92	0.97	0.68	0.93	0.94	0.95	0.96	0.96	0.98	0.96	0.94	0.96	0.94	0.95	0.96
chr12	9677629	9678169	0.94	0.96	0.88	0.86	0.94	0.95	0.87	0.97	0.90	0.97	0.97	0.95	0.96	0.93	0.93	0.93	0.93	0.94	0.93	0.95	0.95	0.77	0.08	0.82	0.93	0.98	0.93	0.92	0.92	0.88	0.96	0.97	0.95	0.98	0.95	0.96	0.94	0.96	0.96
chr12	9828370	9828720	0.84	0.92	0.88	0.78	0.88	0.88	0.76	0.94	0.78	0.96	0.95	0.93	0.95	0.85	0.94	0.87	0.91	0.96	0.95	0.92	0.91	0.69	0.90	0.05	0.97	0.98	0.94	0.85	0.94	0.96	0.92	0.86	0.95	0.97	0.93	0.96	0.90	0.86	0.82
chr12	9829253	9829746	0.93	0.91	0.90	0.73	0.85	0.87	0.70	0.92	0.74	0.94	0.94	0.95	0.90	0.81	0.84	0.86	0.79	0.88	0.94	0.95	0.88	0.65	0.87	0.07	0.97	0.96	0.91	0.84	0.89	0.97	0.94	0.93	0.95	0.95	0.95	0.90	0.81	0.85	0.89
chr12	9831001	9831394	0.96	0.94	0.90	0.73	0.91	0.89	0.78	0.96	0.71	0.95	0.95	0.95	0.96	0.84	0.95	0.95	0.93	0.89	0.95	0.98	0.96	0.77	0.89	0.07	0.95	0.90	0.89	0.95	0.95	0.94	0.98	0.94	0.98	0.97	0.94	0.90	0.90	0.96	0.92
chr12	10305884	10306101	0.95	0.95	0.89	0.86	0.93	0.91	0.89	0.97	0.92	0.96	0.95	0.95	0.97	0.92	0.94	0.95	0.93	0.96	0.96	0.98	0.96	0.73	0.77	0.18	0.96	0.97	0.95	0.92	0.95	0.97	0.97	0.95	0.96	0.96	0.98	0.94	0.94	0.95	0.94
chr12	10310650	10310884	0.92	0.90	0.76	0.85	0.89	0.88	0.87	0.90	0.89	0.97	0.93	0.94	0.95	0.85	0.95	0.95	0.90	0.92	0.86	0.96	0.92	0.69	0.72	0.02	0.94	0.97	0.76	0.84	0.85	0.95	0.93	0.89	0.93	0.97	0.96	0.96	0.92	0.84	0.81
chr12	10312251	10312286	0.92	0.91	0.90	0.82	0.78	0.72	0.78	0.88	0.87	0.98	0.94	0.86	0.94	0.80	0.94	0.93	0.83	0.94	0.94	0.94	0.93	0.75	0.77	0.06	0.96	0.97	0.93	0.91	0.88	0.96	0.96	0.92	0.92	0.95	0.95	0.90	0.92	0.90	0.91
chr12	10312409	10312756	0.95	0.95	0.91	0.88	0.92	0.94	0.91	0.96	0.88	0.96	0.96	0.95	0.96	0.91	0.95	0.94	0.92	0.96	0.95	0.96	0.94	0.78	0.77	0.04	0.97	0.97	0.94	0.91	0.95	0.95	0.97	0.96	0.98	0.96	0.97	0.94	0.95	0.95	0.94
chr12	10312783	10313044	0.93	0.94	0.89	0.86	0.92	0.91	0.87	0.95	0.91	0.96	0.96	0.95	0.94	0.86	0.92	0.94	0.89	0.95	0.92	0.95	0.96	0.73	0.76	0.05	0.95	0.96	0.90	0.93	0.94	0.95	0.97	0.95	0.96	0.97	0.96	0.96	0.93	0.94	0.92
chr12	10650722	10650866	0.92	0.94	0.87	0.86	0.89	0.93	0.86	0.95	0.89	0.94	0.95	0.91	0.94	0.86	0.91	0.92	0.92	0.94	0.93	0.98	0.91	0.80	0.93	0.97	0.95	0.98	0.89	0.90	0.95	0.95	0.96	0.95	0.98	0.97	0.95	0.91	0.93	0.03	0.63
chr12	10701983	10702121	0.95	0.96	0.92	0.93	0.93	0.93	0.91	0.96	0.93	0.95	0.95	0.96	0.96	0.92	0.94	0.95	0.93	0.97	0.96	0.96	0.96	0.00	0.96	0.98	0.98	0.97	0.96	0.89	0.94	0.93	0.78	0.90	0.97	0.94	0.95	0.93	0.93	0.96	0.96
chr12	11642827	11643628	0.78	0.93	0.89	0.82	0.89	0.82	0.77	0.96	0.44	0.95	0.96	0.94	0.97	0.89	0.93	0.94	0.93	0.92	0.91	0.96	0.92	0.72	0.94	0.96	0.91	0.87	0.95	0.90	0.91	0.93	0.67	0.14	0.91	0.97	0.91	0.96	0.94	0.75	0.91
chr12	12244240	12244754	0.95	0.95	0.77	0.94	0.97	0.92	0.90	0.95	0.90	0.07	0.89	0.96	0.98	0.95	0.96	0.96	0.96	0.96	0.96	0.97	0.97	0.71	0.92	0.94	0.96	0.97	0.93	0.93	0.96	0.96	0.96	0.97	0.98	0.97	0.96	0.96	0.96	0.97	0.98
chr12	12279154	12279282	0.57	0.74	0.44	0.13	0.72	0.74	0.19	0.88	0.75	0.96	0.92	0.95	0.91	0.82	0.89	0.84	0.87	0.94	0.94	0.97	0.95	0.50	0.70	0.87	0.91	0.96	0.73	0.79	0.81	0.94	0.94	0.91	0.91	0.95	0.94	0.92	0.90	0.91	0.91
chr12	12821627	12822055	0.93	0.91	0.80	0.91	0.89	0.90	0.87	0.92	0.88	0.93	0.94	0.95	0.93	0.88	0.89	0.93	0.91	0.87	0.02	0.86	0.82	0.81	0.88	0.95	0.95	0.93	0.58	0.95	0.89	0.90	0.95	0.91	0.94	0.90	0.84	0.91	0.90	0.94	0.91
chr12	14267917	14267931	0.93	0.92	0.90	0.19	0.90	0.73	0.75	0.92	0.74	0.87	0.95	0.83	0.98	0.98	0.88	0.95	0.96	0.94	0.91	0.98	0.95	0.81	0.96	0.98	0.98	0.98	0.94	0.96	0.97	0.98	0.97	0.95	0.94	0.96	0.98	0.83	0.92	0.98	0.98
chr12	14666296	14666601	0.51	0.94	0.91	0.89	0.19	0.88	0.72	0.96	0.78	0.89	0.90	0.97	0.97	0.97	0.98	0.98	0.97	0.94	0.93	0.96	0.92	0.73	0.94	0.96	0.97	0.97	0.91	0.93	0.93	0.94	0.96	0.94	0.98	0.94	0.95	0.96	0.95	0.96	0.96
chr12	14833466	14833514	0.97	0.96	0.80	0.95	0.93	0.96	0.93	0.97	0.93	0.87	0.96	0.06	0.98	0.96	0.98	0.91	0.78	0.98	0.95	0.97	0.97	0.94	0.96	0.96	0.97	0.97	0.98	0.94	0.89	0.99	0.97	0.91	0.65	0.97	0.99	0.98	0.96	0.94	0.97
chr12	16027111	16027203	0.63	0.84	0.80	0.59	0.24	0.77	0.21	0.97	0.84	0.96	0.95	0.99	0.93	0.95	0.95	0.96	0.97	0.96	0.95	0.97	0.90	0.80	0.96	0.97	0.97	0.97	0.96	0.96	0.93	0.85	0.74	0.76	0.77	0.90	0.09	0.90	0.95	0.97	0.97
chr12	16893596	16893634	0.94	0.94	0.93	0.90	0.82	0.89	0.90	0.97	0.89	0.97	0.97	0.96	0.95	0.91	0.96	0.94	0.93	0.98	0.97	0.98	0.97	0.82	0.97	0.98	0.98	0.98	0.98	0.09	0.24	0.91	0.96	0.97	0.88	0.90	0.97	0.97	0.97	0.97	0.97
chr12	19026305	19026320	0.93	0.97	0.94	0.94	0.93	0.96	0.87	0.97	0.92	0.92	0.97	0.99	0.90	0.86	0.91	0.93	0.87	0.77	0.84	0.96	0.90	0.71	0.94	0.95	0.95	0.94	0.96	0.92	0.86	0.03	0.82	0.94	0.96	0.96	0.82	0.94	0.91	0.91	0.93
chr12	19323132	19323646	0.97	0.97	0.91	0.96	0.96	0.95	0.90	0.98	0.93	0.97	0.97	0.93	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.97	0.77	0.95	0.97	0.97	0.97	0.91	0.93	0.97	0.98	0.93	0.96	0.98	0.98	0.94	0.12	0.97	0.92	0.96
chr12	19436132	19436352	0.84	0.81	0.80	0.79	0.89	0.79	0.80	0.92	0.10	0.85	0.92	0.92	0.93	0.88	0.92	0.95	0.94	0.93	0.93	0.89	0.88	0.67	0.89	0.72	0.93	0.88	0.93	0.93	0.95	0.95	0.96	0.89	0.97	0.97	0.96	0.91	0.88	0.94	0.92
chr12	20469256	20469641	0.57	0.77	0.84	0.64	0.14	0.89	0.68	0.76	0.60	0.97	0.96	0.94	0.92	0.89	0.94	0.95	0.95	0.94	0.97	0.96	0.94	0.66	0.91	0.96	0.95	0.94	0.89	0.89	0.90	0.96	0.93	0.87	0.94	0.96	0.96	0.94	0.89	0.93	0.91
chr12	21380915	21381269	0.93	0.90	0.85	0.70	0.88	0.93	0.76	0.91	0.76	0.94	0.94	0.95	0.85	0.87	0.75	0.02	0.76	0.93	0.88	0.91	0.89	0.60	0.89	0.94	0.94	0.90	0.90	0.85	0.83	0.87	0.88	0.81	0.84	0.84	0.88	0.93	0.88	0.93	0.89
chr12	21933834	21933965	0.90	0.89	0.83	0.85	0.92	0.87	0.83	0.94	0.73	0.95	0.97	0.71	0.84	0.91	0.93	0.92	0.95	0.92	0.96	0.95	0.84	0.60	0.85	0.92	0.93	0.90	0.88	0.79	0.76	0.03	0.76	0.91	0.89	0.78	0.83	0.85	0.81	0.90	0.81
