chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr7	40016151	40016280	0.12	0.11	0.17	0.25	0.16	0.13	0.18	0.11	0.18	0.03	0.14	0.02	0.01	0.11	0.01	0.00	0.01	0.01	0.07	0.00	0.03	0.01	0.79	0.42	0.11	0.01	0.22	0.11	0.19	0.09	0.01	0.14	0.26	0.15	0.01	0.02	0.01	0.02	0.02
chr7	40071754	40072058	0.93	0.91	0.82	0.89	0.84	0.87	0.84	0.96	0.90	0.08	0.75	0.96	0.97	0.96	0.96	0.99	0.97	0.96	0.95	0.97	0.95	0.86	0.97	0.97	0.98	0.97	0.98	0.95	0.96	0.97	0.97	0.96	0.97	0.95	0.96	0.97	0.97	0.96	0.97
chr7	40122111	40122701	0.95	0.96	0.95	0.95	0.94	0.91	0.93	0.95	0.95	0.96	0.96	0.06	0.94	0.77	0.95	0.95	0.96	0.79	0.96	0.96	0.94	0.79	0.96	0.97	0.96	0.97	0.96	0.95	0.94	0.98	0.95	0.94	0.97	0.97	0.95	0.83	0.91	0.89	0.86
chr7	40176025	40176667	0.94	0.92	0.90	0.89	0.95	0.94	0.88	0.98	0.80	0.95	0.97	0.56	0.24	0.85	0.75	0.74	0.85	0.97	0.95	0.94	0.93	0.66	0.87	0.94	0.95	0.97	0.91	0.88	0.86	0.91	0.95	0.88	0.96	0.97	0.94	0.51	0.88	0.96	0.96
chr7	40460880	40461423	0.88	0.89	0.84	0.89	0.89	0.75	0.88	0.96	0.95	0.91	0.94	0.80	0.65	0.86	0.71	0.79	0.74	0.94	0.91	0.85	0.89	0.58	0.89	0.93	0.79	0.02	0.89	0.92	0.95	0.97	0.94	0.83	0.90	0.97	0.94	0.73	0.85	0.96	0.95
chr7	40755223	40755422	0.90	0.94	0.92	0.92	0.97	0.88	0.90	0.96	0.91	0.98	0.96	0.11	0.98	0.94	0.97	0.96	0.98	0.84	0.97	0.94	0.95	0.63	0.90	0.95	0.96	0.82	0.95	0.92	0.96	0.96	0.97	0.96	0.98	0.98	0.95	0.91	0.94	0.97	0.88
chr7	40899004	40899276	0.86	0.83	0.77	0.81	0.82	0.90	0.76	0.87	0.72	0.87	0.92	0.96	0.89	0.71	0.85	0.91	0.91	0.83	0.89	0.75	0.89	0.62	0.86	0.89	0.92	0.95	0.89	0.15	0.80	0.93	0.71	0.77	0.65	0.94	0.86	0.87	0.81	0.95	0.94
chr7	40899330	40899571	0.84	0.89	0.80	0.90	0.85	0.90	0.71	0.93	0.43	0.80	0.91	0.97	0.95	0.91	0.90	0.96	0.95	0.83	0.93	0.91	0.92	0.69	0.94	0.95	0.96	0.97	0.97	0.08	0.77	0.96	0.68	0.83	0.56	0.94	0.95	0.95	0.92	0.96	0.96
chr7	41038439	41038557	0.92	0.86	0.82	0.82	0.86	0.80	0.75	0.94	0.74	0.90	0.96	0.98	0.93	0.83	0.98	0.98	0.99	0.81	0.82	0.03	0.65	0.60	0.87	0.93	0.95	0.97	0.85	0.88	0.91	0.77	0.88	0.85	0.98	0.96	0.81	0.67	0.87	0.90	0.94
chr7	41097448	41097568	0.93	0.86	0.88	0.90	0.81	0.91	0.69	0.95	0.04	0.95	0.96	0.95	0.93	0.82	0.94	0.92	0.91	0.95	0.92	0.96	0.91	0.71	0.93	0.95	0.93	0.94	0.91	0.92	0.88	0.95	0.93	0.97	0.93	0.97	0.94	0.94	0.92	0.96	0.96
chr7	41488546	41488774	0.93	0.91	0.85	0.90	0.95	0.88	0.88	0.88	0.91	0.92	0.93	0.97	0.94	0.73	0.51	0.84	0.10	0.95	0.96	0.98	0.95	0.60	0.87	0.93	0.95	0.98	0.87	0.93	0.96	0.97	0.92	0.94	0.98	0.96	0.89	0.94	0.87	0.93	0.92
chr7	41490737	41491071	0.94	0.92	0.88	0.92	0.94	0.79	0.92	0.99	0.91	0.98	0.97	0.97	0.95	0.76	0.97	0.95	0.98	0.97	0.97	0.94	0.96	0.63	0.91	0.94	0.94	0.05	0.94	0.97	0.96	0.97	0.96	0.97	0.98	0.97	0.97	0.92	0.88	0.96	0.94
chr7	42078930	42079009	0.98	0.96	0.92	0.97	0.98	0.96	0.94	0.98	0.96	0.97	0.97	0.93	0.96	0.91	0.98	0.97	0.98	0.94	0.94	0.98	0.97	0.73	0.91	0.96	0.96	0.97	0.90	0.93	0.97	0.97	0.97	0.97	0.96	0.98	0.96	0.92	0.13	0.91	0.90
chr7	42742820	42742886	0.79	0.87	0.79	0.73	0.23	0.72	0.64	0.96	0.79	0.94	0.94	0.82	0.94	0.82	0.81	0.88	0.83	0.95	0.97	0.99	0.98	0.63	0.94	0.94	0.94	0.97	0.95	1.00	0.97	0.97	0.90	0.89	0.98	0.97	0.96	0.93	0.93	0.96	0.94
chr7	42914186	42914233	0.97	0.91	0.94	0.25	0.94	0.90	0.90	0.96	0.90	0.97	0.97	0.98	0.98	0.99	0.98	0.98	0.99	0.98	0.95	0.50	0.92	0.83	0.95	0.97	0.96	0.96	0.95	0.94	0.94	0.95	0.98	0.98	0.98	0.97	0.98	0.99	0.96	0.97	0.98
chr7	43206256	43206364	0.71	0.84	0.88	0.70	0.70	0.83	0.78	0.83	0.90	0.95	0.93	0.82	0.92	0.81	0.91	0.87	0.87	0.73	0.79	0.01	0.22	0.65	0.92	0.92	0.93	0.94	0.92	0.69	0.91	0.90	0.69	0.86	0.90	0.94	0.93	0.85	0.92	0.94	0.90
chr7	43503181	43503236	0.83	0.85	0.86	0.75	0.89	0.77	0.79	0.98	0.88	0.95	0.87	0.97	0.97	0.81	0.94	0.92	0.94	0.96	0.97	0.97	0.72	0.60	0.80	0.89	0.77	0.01	0.86	0.95	0.95	0.96	0.88	0.73	0.87	0.97	0.95	0.98	0.93	0.93	0.92
chr7	43640916	43640971	0.97	0.96	0.96	0.95	0.97	0.94	0.99	0.99	0.91	0.91	0.94	0.12	0.97	0.99	0.98	0.99	0.99	0.97	0.95	0.97	0.97	0.90	0.93	0.90	0.97	0.93	0.94	0.96	0.98	0.96	0.98	0.98	0.96	0.98	0.97	0.98	0.98	0.97	0.97
chr7	43724960	43724977	0.92	0.95	0.93	0.92	0.97	0.94	0.95	0.96	0.98	0.87	0.94	0.96	0.18	0.86	0.94	0.94	0.97	0.98	0.97	0.81	0.86	0.54	0.95	0.96	0.95	0.97	0.93	0.86	0.97	0.93	0.87	0.96	0.93	0.93	0.93	0.26	0.96	0.94	0.93
chr7	43747907	43747951	0.91	0.95	0.93	0.88	0.93	0.90	0.89	0.99	0.97	0.97	0.94	0.94	0.97	0.96	0.97	0.99	0.97	0.98	0.94	0.96	0.97	0.76	0.96	0.97	0.17	0.95	0.93	0.98	0.96	0.97	0.98	0.97	0.98	0.97	0.97	0.95	0.96	0.95	0.95
chr7	43763504	43763589	0.94	0.92	0.92	0.88	0.95	0.92	0.89	0.93	0.90	0.92	0.92	0.89	0.95	0.92	0.94	0.96	0.96	0.94	0.93	0.96	0.68	0.85	0.96	0.97	0.91	0.90	0.95	0.94	0.83	0.09	0.83	0.74	0.73	0.81	0.62	0.93	0.89	0.95	0.92
chr7	44262083	44262347	0.91	0.94	0.84	0.94	0.93	0.70	0.89	0.66	0.93	0.94	0.76	0.97	0.94	0.88	0.87	0.94	0.94	0.95	0.96	0.93	0.95	0.69	0.93	0.94	0.96	0.97	0.91	0.10	0.09	0.89	0.94	0.91	0.95	0.96	0.89	0.93	0.92	0.90	0.90
chr7	44276768	44277248	0.89	0.92	0.86	0.88	0.90	0.88	0.84	0.88	0.85	0.90	0.30	0.96	0.94	0.86	0.90	0.93	0.89	0.90	0.90	0.88	0.88	0.71	0.89	0.92	0.95	0.96	0.92	0.94	0.94	0.92	0.96	0.89	0.96	0.98	0.88	0.89	0.91	0.86	0.84
chr7	44330791	44330899	0.87	0.94	0.77	0.88	0.84	0.89	0.75	0.96	0.75	0.95	0.97	0.95	0.94	0.85	0.92	0.93	0.85	0.96	0.95	0.94	0.91	0.63	0.91	0.95	0.95	0.94	0.94	0.91	0.92	0.92	0.94	0.92	0.96	0.97	0.92	0.91	0.90	0.85	0.11
chr7	44387944	44388253	0.93	0.95	0.90	0.90	0.89	0.80	0.88	0.91	0.90	0.47	0.28	0.97	0.96	0.96	0.93	0.93	0.95	0.98	0.95	0.97	0.95	0.88	0.96	0.96	0.97	0.96	0.97	0.92	0.91	0.93	0.89	0.94	0.98	0.92	0.96	0.94	0.95	0.94	0.95
chr7	44388313	44388640	0.94	0.93	0.88	0.91	0.89	0.89	0.88	0.93	0.87	0.93	0.29	0.97	0.93	0.91	0.90	0.91	0.92	0.95	0.93	0.93	0.94	0.80	0.94	0.96	0.96	0.95	0.86	0.89	0.93	0.92	0.93	0.95	0.96	0.95	0.93	0.94	0.94	0.94	0.94
chr7	44764637	44764728	0.84	0.84	0.84	0.83	0.79	0.83	0.68	0.81	0.64	0.90	0.80	0.07	0.84	0.83	0.80	0.77	0.89	0.84	0.96	0.93	0.88	0.76	0.86	0.89	0.92	0.84	0.84	0.92	0.90	0.86	0.90	0.94	0.90	0.73	0.88	0.88	0.83	0.90	0.88
chr7	44795599	44795693	0.91	0.94	0.92	0.90	0.95	0.91	0.91	0.95	0.81	0.95	0.94	0.92	0.95	0.91	0.96	0.96	0.96	0.82	0.91	0.88	0.91	0.91	0.94	0.94	0.96	0.97	0.95	0.15	0.83	0.92	0.93	0.92	0.42	0.07	0.94	0.90	0.93	0.95	0.92
chr7	44831254	44831666	0.93	0.93	0.75	0.88	0.91	0.90	0.91	0.93	0.89	0.08	0.83	0.96	0.96	0.93	0.95	0.97	0.97	0.97	0.97	0.96	0.96	0.82	0.95	0.97	0.96	0.96	0.94	0.92	0.94	0.95	0.96	0.95	0.97	0.96	0.95	0.99	0.92	0.91	0.90
chr7	45008128	45008333	0.95	0.96	0.72	0.97	0.95	0.89	0.95	0.95	0.94	0.95	0.97	0.89	0.97	0.98	0.98	0.98	0.97	0.91	0.96	0.97	0.96	0.87	0.93	0.56	0.96	0.95	0.18	0.93	0.94	0.97	0.97	0.98	0.96	0.95	0.97	0.95	0.98	0.97	0.96
chr7	45072484	45072949	0.87	0.94	0.90	0.90	0.91	0.90	0.85	0.92	0.75	0.91	0.88	0.97	0.96	0.95	0.92	0.95	0.95	0.93	0.96	0.96	0.96	0.82	0.96	0.95	0.97	0.96	0.94	0.83	0.77	0.93	0.94	0.96	0.84	0.21	0.95	0.96	0.96	0.97	0.96
chr7	45074800	45075064	0.90	0.92	0.88	0.87	0.86	0.88	0.81	0.90	0.56	0.83	0.76	0.96	0.94	0.91	0.92	0.92	0.92	0.96	0.92	0.95	0.93	0.77	0.85	0.13	0.91	0.89	0.93	0.87	0.86	0.88	0.92	0.94	0.89	0.60	0.93	0.92	0.93	0.95	0.95
chr7	45136599	45136735	0.89	0.90	0.86	0.87	0.92	0.92	0.81	0.91	0.87	0.91	0.93	0.93	0.76	0.72	0.73	0.73	0.72	0.77	0.92	0.89	0.85	0.68	0.95	0.97	0.96	0.98	0.95	0.91	0.90	0.91	0.90	0.87	0.90	0.96	0.89	0.88	0.89	0.68	0.10
chr7	45430398	45430482	0.93	0.89	0.78	0.80	0.89	0.93	0.69	0.95	0.76	0.94	0.96	0.89	0.91	0.74	0.85	0.89	0.89	0.74	0.95	0.71	0.88	0.75	0.93	0.93	0.95	0.95	0.95	0.64	0.93	0.93	0.86	0.90	0.25	0.26	0.89	0.88	0.95	0.92	0.94
chr7	45634105	45634136	0.98	0.96	0.89	0.82	0.94	0.94	0.78	0.99	0.81	0.87	0.96	0.96	0.81	0.96	0.74	0.96	0.99	0.88	0.98	0.22	0.14	0.72	0.88	0.93	0.95	0.93	0.87	0.92	0.85	0.97	0.82	0.92	0.98	0.96	0.97	0.97	0.96	0.97	0.95
chr7	45763791	45763975	0.94	0.93	0.89	0.86	0.85	0.94	0.87	0.97	0.87	0.96	0.97	0.97	0.96	0.83	0.95	0.95	0.96	0.97	0.96	0.96	0.96	0.84	0.96	0.97	0.97	0.97	0.96	0.95	0.95	0.94	0.91	0.94	0.97	0.96	0.95	0.96	0.02	0.59	0.82
chr7	45880686	45880777	0.95	0.93	0.93	0.93	0.90	0.92	0.88	0.97	0.89	0.97	0.96	0.07	0.94	0.90	0.93	0.96	0.93	0.96	0.95	0.94	0.89	0.64	0.90	0.92	0.94	0.90	0.91	0.91	0.93	0.97	0.92	0.96	0.94	0.97	0.94	0.94	0.90	0.93	0.94
chr7	46229263	46229331	0.96	0.96	0.91	0.95	0.93	0.88	0.91	0.95	0.92	0.95	0.96	0.96	0.98	0.82	0.90	0.91	0.84	0.96	0.95	0.97	0.95	0.73	0.95	0.97	0.95	0.95	0.96	0.24	0.93	0.93	0.89	0.92	0.96	0.98	0.94	0.97	0.93	0.94	0.94
chr7	47195872	47195923	0.88	0.83	0.78	0.84	0.88	0.85	0.81	0.94	0.87	0.80	0.88	0.86	0.07	0.86	0.68	0.82	0.84	0.85	0.83	0.89	0.94	0.55	0.88	0.94	0.97	0.95	0.91	0.95	0.88	0.90	0.96	0.89	0.97	0.93	0.88	0.67	0.90	0.97	0.96
chr7	47349923	47349934	0.94	0.94	0.91	0.94	0.98	0.93	0.90	0.95	0.82	0.96	0.95	0.96	0.94	0.81	0.21	0.36	0.81	0.96	0.98	0.98	0.93	0.88	0.89	0.89	0.97	0.93	0.95	0.89	0.94	0.97	0.97	0.93	0.98	0.99	0.93	0.93	0.85	0.93	0.89
chr7	47420258	47420425	0.93	0.94	0.94	0.90	0.85	0.46	0.88	0.68	0.84	0.65	0.89	0.98	0.97	0.95	0.02	0.02	0.26	0.93	0.98	0.96	0.94	0.79	0.84	0.89	0.96	0.96	0.96	0.93	0.94	0.94	0.97	0.94	0.98	0.97	0.96	0.98	0.95	0.91	0.89
chr7	47530255	47530330	0.98	0.97	0.95	0.96	0.95	0.95	0.94	0.97	0.94	0.96	0.97	0.07	0.99	0.97	0.96	0.96	0.97	0.95	0.95	0.98	0.96	0.75	0.91	0.93	0.96	0.97	0.98	0.95	0.96	0.96	0.97	0.95	0.83	0.97	0.97	0.89	0.97	0.96	0.89
chr7	47565555	47565614	0.96	0.94	0.80	0.92	0.88	0.88	0.82	0.98	0.69	0.96	0.93	0.97	0.95	0.93	0.95	0.94	0.94	0.13	0.95	0.86	0.72	0.67	0.86	0.91	0.95	0.97	0.95	0.94	0.68	0.91	0.94	0.81	0.93	0.98	0.96	0.88	0.93	0.85	0.82
chr7	47670257	47670838	0.96	0.94	0.59	0.94	0.95	0.94	0.94	0.98	0.93	0.97	0.97	0.97	0.98	0.96	0.98	0.96	0.96	0.94	0.95	0.99	0.96	0.69	0.87	0.82	0.87	0.92	0.04	0.84	0.82	0.94	0.96	0.94	0.91	0.96	0.96	0.96	0.96	0.94	0.94
chr7	47688938	47688998	0.93	0.87	0.82	0.96	0.88	0.82	0.89	0.97	0.64	0.04	0.92	0.97	0.96	0.97	0.97	0.97	0.97	0.75	0.91	0.97	0.92	0.78	0.95	0.97	0.98	0.97	0.97	0.91	0.97	0.95	0.94	0.95	0.97	0.85	0.96	0.94	0.97	0.94	0.94
chr7	47696459	47696539	0.76	0.94	0.91	0.92	0.63	0.94	0.75	0.98	0.80	0.94	0.93	0.88	0.88	0.90	0.78	0.87	0.91	0.71	0.94	0.90	0.83	0.61	0.90	0.95	0.96	0.91	0.96	0.30	0.69	0.80	0.82	0.56	0.11	0.11	0.72	0.91	0.92	0.92	0.95
chr7	47747285	47747393	0.84	0.77	0.89	0.84	0.94	0.84	0.77	0.91	0.89	0.95	0.95	0.94	0.96	0.91	0.96	0.97	0.97	0.71	0.86	0.97	0.92	0.58	0.85	0.84	0.89	0.88	0.90	0.72	0.94	0.90	0.64	0.87	0.05	0.13	0.91	0.92	0.85	0.96	0.96
chr7	47812999	47813108	0.95	0.96	0.90	0.92	0.97	0.70	0.92	0.96	0.85	0.09	0.90	0.97	0.80	0.90	0.79	0.71	0.92	0.96	0.96	0.96	0.97	0.74	0.92	0.94	0.98	0.94	0.97	0.93	0.95	0.92	0.98	0.96	0.97	0.97	0.95	0.93	0.94	0.96	0.95
chr7	47833602	47833827	0.96	0.95	0.81	0.89	0.90	0.94	0.86	0.95	0.90	0.83	0.95	0.97	0.96	0.89	0.95	0.96	0.94	0.96	0.93	0.94	0.96	0.61	0.88	0.90	0.94	0.96	0.18	0.88	0.92	0.95	0.96	0.95	0.96	0.98	0.93	0.92	0.91	0.96	0.95
chr7	47928589	47929047	0.87	0.90	0.68	0.75	0.82	0.86	0.72	0.93	0.83	0.95	0.80	0.90	0.94	0.77	0.87	0.87	0.89	0.89	0.89	0.94	0.94	0.51	0.83	0.85	0.89	0.87	0.09	0.89	0.91	0.94	0.95	0.94	0.95	0.90	0.91	0.93	0.90	0.90	0.90
chr7	48054152	48054369	0.94	0.93	0.94	0.92	0.90	0.92	0.84	0.97	0.87	0.93	0.96	0.94	0.94	0.90	0.93	0.96	0.93	0.97	0.94	0.95	0.89	0.65	0.94	0.95	0.97	0.96	0.96	0.93	0.93	0.57	0.94	0.94	0.94	0.96	0.13	0.94	0.92	0.94	0.86
chr7	48089758	48089933	0.12	0.11	0.07	0.22	0.75	0.07	0.23	0.02	0.23	0.05	0.02	0.03	0.00	0.00	0.01	0.01	0.00	0.03	0.03	0.01	0.03	0.00	0.04	0.01	0.01	0.00	0.06	0.03	0.01	0.00	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.01
chr7	48691385	48691407	0.96	0.96	0.93	0.85	0.93	0.97	0.73	0.99	0.89	0.97	0.95	0.92	0.98	0.94	0.93	0.93	0.91	0.96	0.96	0.98	0.98	0.65	0.97	0.98	0.98	0.98	0.97	0.14	0.93	0.99	0.91	0.97	0.90	0.96	0.96	0.93	0.95	0.96	0.97
chr7	48943405	48943664	0.83	0.68	0.78	0.06	0.84	0.89	0.42	0.90	0.58	0.89	0.94	0.85	0.54	0.85	0.59	0.62	0.65	0.88	0.61	0.94	0.88	0.54	0.91	0.90	0.93	0.93	0.87	0.84	0.86	0.86	0.76	0.85	0.81	0.87	0.72	0.62	0.88	0.90	0.93
chr7	50270777	50270798	0.88	0.91	0.67	0.70	0.80	0.65	0.68	0.95	0.85	0.94	0.94	0.83	0.92	0.88	0.86	0.88	0.87	0.93	0.97	0.85	0.89	0.79	0.88	0.96	0.81	0.96	0.09	0.95	0.96	0.96	0.94	0.97	0.98	0.97	0.96	0.92	0.94	0.95	0.94
chr7	50368568	50368856	0.90	0.90	0.66	0.68	0.77	0.83	0.63	0.92	0.70	0.95	0.97	0.84	0.94	0.84	0.91	0.89	0.89	0.95	0.93	0.90	0.92	0.94	0.10	0.68	0.91	0.95	0.44	0.62	0.92	0.95	0.88	0.90	0.86	0.85	0.94	0.95	0.94	0.92	0.93
chr7	50513810	50513899	0.89	0.92	0.88	0.84	0.88	0.88	0.85	0.91	0.79	0.94	0.95	0.94	0.90	0.94	0.87	0.95	0.93	0.96	0.63	0.92	0.97	0.65	0.90	0.81	0.95	0.92	0.91	0.60	0.06	0.58	0.70	0.63	0.88	0.83	0.93	0.84	0.77	0.94	0.89
chr7	50563664	50563697	0.93	0.95	0.95	0.89	0.95	0.95	0.84	0.97	0.85	0.96	0.97	0.96	0.98	0.97	0.98	0.98	0.98	0.69	0.95	0.91	0.92	0.81	0.95	0.98	0.98	0.97	0.94	0.92	0.94	0.97	0.97	0.94	0.97	0.96	0.98	0.95	0.97	0.97	0.19
chr7	50563724	50564045	0.87	0.88	0.83	0.68	0.81	0.91	0.71	0.91	0.59	0.94	0.97	0.68	0.98	0.90	0.96	0.86	0.97	0.75	0.87	0.87	0.84	0.58	0.79	0.89	0.93	0.95	0.76	0.89	0.85	0.89	0.88	0.81	0.92	0.91	0.95	0.93	0.97	0.86	0.09
chr7	50599151	50599232	0.93	0.82	0.85	0.94	0.93	0.94	0.94	0.98	0.94	0.98	0.92	0.96	0.98	0.97	0.91	0.56	0.18	0.98	0.96	0.96	0.97	0.81	0.90	0.94	0.92	0.97	0.86	0.85	0.88	0.96	0.93	0.94	0.88	0.96	0.96	0.92	0.95	0.95	0.96
chr7	50629430	50629730	0.95	0.92	0.91	0.91	0.83	0.49	0.89	0.16	0.80	0.95	0.93	0.97	0.94	0.81	0.92	0.93	0.94	0.80	0.89	0.97	0.94	0.76	0.91	0.85	0.96	0.97	0.93	0.93	0.94	0.89	0.96	0.94	0.97	0.96	0.87	0.91	0.94	0.95	0.96
chr7	50703260	50703596	0.95	0.91	0.86	0.93	0.94	0.88	0.92	0.91	0.90	0.97	0.96	0.76	0.59	0.73	0.94	0.89	0.91	0.25	0.96	0.83	0.59	0.68	0.85	0.90	0.94	0.96	0.84	0.90	0.90	0.95	0.92	0.71	0.96	0.98	0.92	0.27	0.88	0.95	0.91
chr7	50980479	50980565	0.92	0.93	0.68	0.85	0.68	0.77	0.74	0.97	0.67	0.70	0.65	0.87	0.97	0.97	0.86	0.90	0.77	0.90	0.94	0.88	0.75	0.66	0.94	0.98	0.95	0.96	0.92	0.20	0.08	0.91	0.70	0.86	0.94	0.91	0.94	0.94	0.95	0.91	0.82
chr7	51020210	51020425	0.92	0.93	0.70	0.91	0.93	0.90	0.80	0.92	0.87	0.95	0.95	0.94	0.90	0.04	0.85	0.94	0.90	0.95	0.74	0.96	0.97	0.65	0.85	0.92	0.93	0.96	0.81	0.93	0.94	0.88	0.96	0.93	0.98	0.98	0.81	0.85	0.93	0.95	0.96
chr7	51031284	51031325	0.97	0.96	0.92	0.93	0.96	0.92	0.92	0.99	0.80	0.83	0.78	0.96	0.95	0.02	0.93	0.71	0.93	0.98	0.97	0.99	0.98	0.76	0.95	0.97	0.97	0.97	0.96	0.88	0.97	0.98	0.94	0.97	0.98	0.99	0.97	0.99	0.96	0.95	0.70
chr7	51265068	51265184	0.92	0.95	0.91	0.88	0.92	0.93	0.84	0.96	0.89	0.92	0.96	0.84	0.97	0.93	0.72	0.66	0.14	0.96	0.93	0.97	0.95	0.70	0.95	0.98	0.97	0.98	0.97	0.93	0.94	0.97	0.91	0.93	0.74	0.97	0.96	0.85	0.96	0.80	0.84
chr7	51991175	51991368	0.51	0.64	0.74	0.05	0.62	0.74	0.37	0.94	0.67	0.86	0.83	0.86	0.94	0.81	0.90	0.94	0.93	0.96	0.95	0.93	0.92	0.60	0.82	0.89	0.92	0.92	0.80	0.90	0.89	0.94	0.96	0.85	0.92	0.92	0.97	0.92	0.92	0.96	0.96
chr7	52963495	52963529	0.96	0.96	0.95	0.89	0.92	0.95	0.84	0.98	0.90	0.92	0.97	0.94	0.96	0.93	0.93	0.93	0.95	0.98	0.18	0.98	0.96	0.65	0.97	0.97	0.96	0.96	0.97	0.94	0.97	0.97	0.97	0.95	0.97	0.98	0.97	0.95	0.95	0.97	0.97
chr7	53776800	53776811	0.86	0.92	0.85	0.75	0.83	0.90	0.69	0.99	0.72	0.94	0.95	0.86	0.93	0.73	0.08	0.79	0.12	0.96	0.95	0.91	0.91	0.60	0.94	0.94	0.95	0.92	0.96	0.86	0.94	0.98	0.93	0.91	0.93	0.96	0.90	0.93	0.90	0.95	0.93
chr7	54799027	54799231	0.91	0.93	0.86	0.86	0.89	0.86	0.87	0.90	0.84	0.95	0.93	0.94	0.93	0.77	0.88	0.90	0.79	0.95	0.94	0.97	0.92	0.74	0.87	0.90	0.91	0.92	0.87	0.14	0.92	0.93	0.64	0.79	0.91	0.95	0.94	0.90	0.86	0.92	0.91
chr7	54833409	54833522	0.93	0.94	0.90	0.88	0.96	0.93	0.90	0.84	0.88	0.92	0.91	0.83	0.90	0.86	0.91	0.91	0.87	0.78	0.80	0.66	0.12	0.70	0.91	0.91	0.92	0.91	0.92	0.95	0.93	0.94	0.96	0.91	0.82	0.86	0.95	0.86	0.85	0.96	0.96
chr7	55094934	55095175	0.94	0.95	0.89	0.91	0.88	0.60	0.87	0.59	0.95	0.96	0.94	0.96	0.97	0.93	0.97	0.95	0.93	0.83	0.94	0.94	0.93	0.63	0.90	0.93	0.92	0.95	0.95	0.73	0.80	0.75	0.71	0.84	0.95	0.90	0.82	0.88	0.93	0.80	0.06
chr7	55161967	55162225	0.85	0.89	0.81	0.90	0.82	0.83	0.90	0.98	0.83	0.87	0.87	0.93	0.11	0.89	0.64	0.87	0.83	0.95	0.97	0.93	0.79	0.49	0.81	0.87	0.89	0.92	0.85	0.85	0.91	0.91	0.80	0.94	0.86	0.87	0.95	0.29	0.93	0.92	0.92
chr7	55242105	55242174	0.79	0.80	0.88	0.94	0.91	0.93	0.92	0.98	0.89	0.97	0.96	0.85	0.96	0.93	0.96	0.96	0.95	0.95	0.95	0.96	0.67	0.61	0.91	0.96	0.93	0.95	0.90	0.94	0.95	0.97	0.95	0.80	0.92	0.96	0.97	0.62	0.90	0.75	0.04
chr7	55441686	55442314	0.72	0.88	0.86	0.80	0.23	0.88	0.73	0.96	0.87	0.96	0.76	0.96	0.94	0.87	0.86	0.79	0.84	0.74	0.94	0.93	0.76	0.78	0.95	0.98	0.96	0.95	0.94	0.88	0.84	0.95	0.91	0.90	0.90	0.93	0.92	0.96	0.93	0.93	0.90
chr7	55531380	55531413	0.96	0.98	0.95	0.92	0.99	0.93	0.97	0.97	0.96	0.98	0.93	0.97	0.99	0.97	0.98	0.98	0.97	0.98	0.97	0.93	0.97	0.89	0.96	0.97	0.98	0.98	0.97	0.93	0.96	0.98	0.98	0.99	0.97	0.98	0.99	0.93	0.07	0.98	0.94
chr7	55674780	55674916	0.96	0.96	0.94	0.82	0.93	0.97	0.83	0.98	0.90	0.97	0.96	0.88	0.97	0.94	0.89	0.93	0.90	0.97	0.92	0.98	0.97	0.73	0.95	0.96	0.97	0.97	0.95	0.92	0.94	0.78	0.93	0.96	0.96	0.97	0.20	0.96	0.91	0.96	0.96
chr7	55698049	55698804	0.93	0.93	0.88	0.79	0.93	0.86	0.77	0.92	0.16	0.95	0.95	0.84	0.97	0.95	0.88	0.90	0.90	0.93	0.90	0.97	0.96	0.65	0.87	0.80	0.93	0.89	0.88	0.85	0.89	0.69	0.91	0.91	0.96	0.97	0.74	0.83	0.91	0.94	0.81
chr7	63012548	63012592	0.91	0.88	0.79	0.63	0.73	0.78	0.66	0.91	0.71	0.81	0.88	0.80	0.87	0.76	0.83	0.88	0.85	0.92	0.78	0.88	0.86	0.66	0.85	0.93	0.94	0.94	0.90	0.78	0.92	0.94	0.80	0.21	0.88	0.93	0.89	0.77	0.85	0.92	0.90
chr7	64495657	64495677	0.89	0.88	0.92	0.86	0.95	0.89	0.88	0.90	0.19	0.88	0.95	0.91	0.93	0.88	0.90	0.87	0.88	0.91	0.84	0.94	0.89	0.75	0.95	0.97	0.91	0.94	0.96	0.90	0.93	0.93	0.96	0.92	0.90	0.83	0.92	0.88	0.91	0.97	0.97
chr7	64685637	64686099	0.99	0.98	0.97	0.95	0.93	0.95	0.95	0.95	0.91	0.98	0.97	0.98	0.99	0.97	0.98	0.98	0.98	0.97	0.92	0.99	0.94	0.81	0.98	0.99	0.98	0.97	0.96	0.45	0.58	0.64	0.77	0.69	0.03	0.87	0.87	0.96	0.95	0.98	0.98
