acc,chr,pos
cg22697239,chr11,44626708
cg04696391,chr16,3021794
cg10854528,chr2,54855934
cg24299136,chr19,2511707
cg09437994,chr16,89035147
cg09848445,chr10,43601862
cg23683962,chr3,24549503
cg20043258,chr14,103468582
cg01453814,chr19,49828641
cg00041047,chr19,49828629
cg06237487,chr19,49828667
cg24188017,chr19,49828658
cg19590591,chr12,133349418
cg23755933,chr12,133349383
cg00762029,chr4,185317438
cg00181849,chr16,920856
cg27205928,chr7,1062652
cg16492851,chr7,1062681
cg17768768,chr7,2948123
cg16586807,chr7,2948081
cg06567596,chr7,97832830
cg13659700,chr7,97832841
cg00900735,chr17,73316505
cg03717570,chr17,73316496
cg06943385,chr17,73316483
cg01199327,chr11,44626750
cg22697239,chr11,44626708
cg01152616,chr6,30619173
cg13584784,chr6,30619190
cg01676996,chr6,30619167
cg05143092,chr6,30619209
cg14331899,chr11,61125360
cg05480110,chr3,195534854
cg10067737,chr2,89159188
cg18445426,chr2,89159205
cg25683989,chr12,111124215
cg23087108,chr1,1120617
cg05934015,chr12,129280265
cg02742418,chr12,129280388
cg09717923,chr16,1440498
cg14936008,chr14,107260014
cg26615224,chr19,1621124
cg17995557,chr10,126289971
cg07015784,chr2,219257760
cg06934654,chr16,89180742
cg01453814,chr19,49828641
cg00041047,chr19,49828629
cg06237487,chr19,49828667
cg24188017,chr19,49828658
cg17232476,chr11,121440880
cg05921138,chr11,121440849
cg16085171,chr12,123569118
cg15035590,chr3,66437456
cg03382805,chr22,23905582
cg25087423,chr11,118754535
cg16235962,chr11,118754507
cg26164712,chr11,118754565
cg04625873,chr11,118754530
cg03680932,chr6,16306683
cg07337602,chr3,186714361
cg18067520,chr6,107114594
cg21964798,chr5,1503259
cg19590591,chr12,133349418
cg23755933,chr12,133349383
cg27436324,chr22,35694370
cg10395806,chr11,70280601
cg27565966,chr16,28943198
cg05433111,chr16,28943232
cg12349571,chr15,70364359
cg01666796,chr15,70364327
cg11199827,chr10,49881056
cg17441377,chr17,3906640
cg23730277,chr4,102734752
cg14579184,chr17,80873365
cg26318872,chr14,104158729
cg16931707,chr12,42873202
cg04315214,chr1,2043799
cg13918804,chr1,2043761
cg08817507,chr17,79924068
cg23881099,chr17,79924020
cg10842070,chr20,62549359
cg05898333,chr20,62549385
cg14060402,chr9,37141146
cg11193201,chr1,161677452
cg11020333,chr7,2861855
cg06091647,chr17,78899392
cg10067737,chr2,89159188
cg18445426,chr2,89159205
cg18092363,chr18,77202678
cg02231062,chr22,42321087
cg25314733,chr7,2247473
cg04576021,chr6,32784255
cg27224881,chr15,33191698
cg22045055,chr1,167716385
cg16695253,chr16,88079762
cg16471167,chr16,88079739
cg16256592,chr5,175664221
cg02027263,chr5,175664224
cg16280667,chr11,118754593
cg26164712,chr11,118754565
cg11872040,chr17,80819028
cg27579854,chr17,80818992
cg07493874,chr5,1342172
cg14733637,chr5,1342200
cg05905124,chr5,1342124
cg09799039,chr2,240213875
cg11160673,chr3,107240475
cg07110949,chr4,1309878
cg21565496,chr13,40762150
cg27128883,chr8,37438843
cg09276842,chr1,1155026
cg15039797,chr7,139320346
cg21387735,chr6,166908379
cg19001909,chr17,26205940
cg23635663,chr22,30639979
cg11236515,chr2,74213762
cg07876450,chr8,1740065
cg24885442,chr8,1740059
cg10730425,chr19,1035093
cg12419766,chr7,157620445
cg26003388,chr17,76129533
cg07876450,chr8,1740065
cg24885442,chr8,1740059
cg16452866,chr14,99655676
cg01154505,chr2,112940409
cg03388043,chr17,80084554
cg10505658,chr17,80084571
cg01877778,chr7,157415538
cg11848483,chr8,144543486
cg12044599,chr11,67206308
cg23468927,chr11,67206263
cg00791190,chr22,50223573
cg12644845,chr7,150174632
cg07970040,chr1,9789165
cg04340595,chr1,9789174
cg08484479,chr5,887419
cg09032544,chr1,167487295
cg09234252,chr10,8373659
cg07786657,chr1,167487633
cg14522718,chr9,130868874
cg06164961,chr11,118175675
cg24612198,chr11,118175631
cg25226014,chr3,45984942
cg01083549,chr16,89168371
cg08450017,chr3,45984838
cg27316811,chr16,1576146
cg01874152,chr12,55375859
cg26472802,chr21,45713719
cg23366234,chr21,45713704
cg01366941,chr16,12172962
cg12047375,chr8,54757132
cg13619891,chr14,106657452
cg04162316,chr17,78786355
cg03641640,chr13,114776416
cg25599673,chr3,186738370
cg01040649,chr3,186738320
cg25599673,chr3,186738370
cg01040649,chr3,186738320
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg20105257,chr6,30460244
cg08338281,chr12,56322667
cg11893955,chr8,28918821
cg02387618,chr5,133453480
cg04716447,chr12,122444621
cg14480046,chr12,122444580
cg23825480,chr22,31336785
cg25673720,chr17,74188601
cg17984638,chr4,48136452
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg13496119,chr14,98341006
cg07015803,chr14,99655593
cg17615629,chr6,30459867
cg07570898,chr1,117280833
cg02661764,chr11,60833531
cg24150662,chr1,2949673
cg06201717,chr1,2949633
cg24841244,chr11,118213330
cg15260951,chr18,77165150
cg26472802,chr21,45713719
cg23366234,chr21,45713704
cg24118521,chr13,47472330
cg05506829,chr13,47472349
cg23881368,chr13,47472343
cg07075299,chr13,47472360
cg13521018,chr10,134429846
cg17444479,chr10,134429869
cg09800500,chr12,24992256
cg17820878,chr1,27440463
cg13015616,chr6,26086585
cg08179431,chr6,26086571
cg22277485,chr6,111854566
cg14531564,chr1,1154853
cg07970040,chr1,9789165
cg04340595,chr1,9789174
cg12051710,chr12,2989070
cg10414881,chr14,22993036
cg20042612,chr14,23027728
cg16193207,chr8,23107961
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg02402436,chr6,31540051
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg13815684,chr6,31540440
cg26348243,chr6,31540461
cg17709873,chr6,31540456
cg22318806,chr6,31540411
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg02402436,chr6,31540051
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg00052964,chr2,85135823
cg24008435,chr15,101137976
cg13815684,chr6,31540440
cg26348243,chr6,31540461
cg17709873,chr6,31540456
cg22318806,chr6,31540411
cg13651908,chr2,204570033
cg10240150,chr2,204570067
cg03172657,chr16,89163625
cg07661835,chr16,89163578
cg08570691,chr19,49993873
cg11252555,chr19,49993865
cg09104284,chr16,90050102
cg07794169,chr16,90050151
cg00944599,chr7,98479808
cg25140783,chr1,24861872
cg26692749,chr1,24861919
cg20504474,chr17,80261086
cg01804183,chr5,35856424
cg22689323,chr8,143926325
cg01525879,chr11,67207498
cg16374333,chr1,157103641
cg04724177,chr16,12554036
cg05949181,chr22,39154591
cg08482359,chr7,622834
cg18070458,chr11,121319927
cg08570691,chr19,49993873
cg11252555,chr19,49993865
cg03254928,chr11,118214810
cg13750061,chr11,118214845
cg23357533,chr13,42044673
cg03016153,chr1,117296954
cg09088496,chr13,24825973
cg02600394,chr4,48136234
cg20981615,chr4,48136280
cg24430034,chr13,110386176
cg26573274,chr13,110386152
cg02407068,chr4,39771851
cg24430034,chr13,110386176
cg26573274,chr13,110386152
cg21333217,chr3,129277321
cg00805874,chr6,31867847
cg06636203,chr6,31867788
cg25470384,chr6,31867836
cg04603811,chr6,31867873
cg09788778,chr6,31867822
cg11645762,chr6,31867819
cg27287951,chr7,961322
cg26648465,chr16,85676412
cg23520889,chr14,105801706
cg00805874,chr6,31867847
cg25470384,chr6,31867836
cg04603811,chr6,31867873
cg09788778,chr6,31867822
cg11645762,chr6,31867819
cg17893934,chr10,858817
cg10107671,chr19,647289
cg15956469,chr12,10465272
cg22521333,chr19,4652251
cg18740289,chr6,2437142
cg11792824,chr6,2437147
cg13127825,chr6,31867919
cg00805874,chr6,31867847
cg25470384,chr6,31867836
cg04603811,chr6,31867873
cg25013586,chr6,31867915
cg25861453,chr6,31867906
cg24612059,chr17,44101462
cg15690475,chr17,44101453
cg00459243,chr6,31867726
cg10917426,chr6,31867698
cg16463880,chr6,31867707
cg04392554,chr22,46685472
cg00805874,chr6,31867847
cg06636203,chr6,31867788
cg25470384,chr6,31867836
cg09788778,chr6,31867822
cg11645762,chr6,31867819
cg18479798,chr11,64533623
cg09061454,chr16,31075359
cg24612059,chr17,44101462
cg15690475,chr17,44101453
cg15729230,chr1,172628514
cg18247172,chr15,91370233
cg05875239,chr14,99787559
cg17566718,chr10,72357735
cg20949306,chr2,135926634
cg08876481,chr10,858923
cg06296597,chr10,858900
cg12500857,chr7,73645930
cg21828319,chr7,73645966
cg12550496,chr6,169284344
cg10213762,chr6,169284319
cg26101890,chr2,228185396
cg09776718,chr19,30164820
cg00910503,chr17,80393666
cg15039797,chr7,139320346
cg24137511,chr19,18260330
cg06706159,chr19,18260350
cg16183122,chr10,88466389
cg12226453,chr4,964011
cg18973586,chr4,963968
cg12803060,chr7,100850157
cg04925085,chr11,120827591
cg12550496,chr6,169284344
cg10213762,chr6,169284319
cg17720554,chr6,169284285
cg20042612,chr14,23027728
cg27274718,chr3,15772890
cg21813265,chr1,17742966
cg12226453,chr4,964011
cg18973586,chr4,963968
cg13617280,chr12,129299462
cg16316183,chr12,129299465
cg24410690,chr12,129299481
cg24586376,chr7,955551
cg08415156,chr16,88972776
cg02176148,chr7,127669218
cg14059988,chr7,127669170
cg00293189,chr3,186856440
cg08876481,chr10,858923
cg06296597,chr10,858900
cg22795307,chr2,242519343
cg12332083,chr11,1296469
cg10584478,chr17,79422530
cg06183287,chr1,48687392
cg01416168,chr1,48687359
cg09115713,chr16,88832476
cg03831847,chr16,88832485
cg08798862,chr16,88832532
cg09631939,chr20,60582478
cg26675329,chr2,103033753
cg11335172,chr2,103033799
cg00459243,chr6,31867726
cg10917426,chr6,31867698
cg16463880,chr6,31867707
cg14562426,chr6,31867757
cg00711896,chr16,30410051
cg22977745,chr12,124908931
cg00169184,chr12,124908920
cg14907310,chr11,2287734
cg03726963,chr8,1808475
cg01017397,chr7,955497
cg21964798,chr5,1503259
cg09235217,chr2,232263030
cg23617947,chr3,195347035
cg14930335,chr2,236619767
cg27309098,chr2,236619748
cg00462849,chr2,12853027
cg13682598,chr10,135195405
cg26971585,chr10,72358574
cg12500857,chr7,73645930
cg21828319,chr7,73645966
cg19529732,chr12,122712101
cg14094409,chr12,122712093
cg08622923,chr12,122712116
cg10802680,chr12,122712075
cg11804414,chr12,122712137
cg11535839,chr2,28582676
cg13617280,chr12,129299462
cg16316183,chr12,129299465
cg24410690,chr12,129299481
cg20699157,chr13,24528151
cg02287105,chr6,32115284
cg14798382,chr19,16629806
cg05355684,chr16,88720379
cg08326410,chr19,55314884
cg01454237,chr19,55314879
cg10214132,chr19,3814131
cg06233301,chr16,1500359
cg02240030,chr7,2089880
cg06504636,chr7,2089841
cg24137511,chr19,18260330
cg06706159,chr19,18260350
cg00054352,chr13,114891672
cg24408769,chr6,15506085
cg02891728,chr7,151088236
cg12103219,chr19,30165308
cg24042899,chr17,80986552
cg13523236,chr12,129277140
cg19456938,chr3,114012806
cg13669740,chr3,114012833
cg13617280,chr12,129299462
cg16316183,chr12,129299465
cg24410690,chr12,129299481
cg03538296,chr1,15392433
cg00829063,chr2,8596070
cg22977745,chr12,124908931
cg03747304,chr12,124908877
cg00169184,chr12,124908920
cg24143611,chr19,48258154
cg21180201,chr7,1983503
cg08171667,chr15,75626090
cg01532713,chr19,55361904
cg09494176,chr4,3193868
cg05643988,chr10,121575345
cg24431515,chr11,290447
cg27316811,chr16,1576146
cg11947782,chr1,9775985
cg26472802,chr21,45713719
cg23366234,chr21,45713704
cg19001909,chr17,26205940
cg26472802,chr21,45713719
cg23366234,chr21,45713704
cg01877778,chr7,157415538
cg17820878,chr1,27440463
cg10730425,chr19,1035093
cg19529732,chr12,122712101
cg14094409,chr12,122712093
cg08622923,chr12,122712116
cg10802680,chr12,122712075
cg11804414,chr12,122712137
cg03388043,chr17,80084554
cg10505658,chr17,80084571
cg00219921,chr2,87012810
cg20042612,chr14,23027728
cg07236781,chr1,25291041
cg03172657,chr16,89163625
cg07661835,chr16,89163578
cg16452866,chr14,99655676
cg13127825,chr6,31867919
cg00805874,chr6,31867847
cg25470384,chr6,31867836
cg04603811,chr6,31867873
cg25013586,chr6,31867915
cg25861453,chr6,31867906
cg09234252,chr10,8373659
cg21565496,chr13,40762150
cg11236515,chr2,74213762
cg07110949,chr4,1309878
cg01002223,chr1,8987034
cg20105257,chr6,30460244
cg09032544,chr1,167487295
cg09120938,chr12,133424655
cg06164961,chr11,118175675
cg24612198,chr11,118175631
cg07786657,chr1,167487633
cg13619891,chr14,106657452
cg02167713,chr17,79630115
cg04042333,chr17,1104665
cg24150662,chr1,2949673
cg06201717,chr1,2949633
cg08570691,chr19,49993873
cg11252555,chr19,49993865
cg21387735,chr6,166908379
cg07970040,chr1,9789165
cg04340595,chr1,9789174
cg08450017,chr3,45984838
cg22512531,chr11,122709551
cg12226453,chr4,964011
cg18973586,chr4,963968
cg04716447,chr12,122444621
cg14480046,chr12,122444580
cg11893955,chr8,28918821
cg08338281,chr12,56322667
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg13521018,chr10,134429846
cg17444479,chr10,134429869
cg11848483,chr8,144543486
cg03480001,chr13,114287656
cg16272981,chr5,1489889
cg08697251,chr5,1489875
cg26922780,chr16,88769443
cg08570691,chr19,49993873
cg11252555,chr19,49993865
cg10977115,chr11,122709471
cg25939861,chr2,87020937
cg24841244,chr11,118213330
cg17615629,chr6,30459867
cg04759756,chr20,35273933
cg26757673,chr22,37545423
cg25226014,chr3,45984942
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg12044599,chr11,67206308
cg23468927,chr11,67206263
cg21330949,chr12,19557320
cg14287022,chr12,19557343
cg20894640,chr12,19557334
cg24118521,chr13,47472330
cg05506829,chr13,47472349
cg23881368,chr13,47472343
cg07075299,chr13,47472360
cg07720105,chr19,14591345
cg19517476,chr19,14591301
cg26003388,chr17,76129533
cg07015803,chr14,99655593
cg10414881,chr14,22993036
cg08484479,chr5,887419
cg14392283,chr8,144103587
cg16374333,chr1,157103641
cg22689323,chr8,143926325
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg02402436,chr6,31540051
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg23698124,chr17,2154177
cg03293732,chr17,38017814
cg13815684,chr6,31540440
cg26348243,chr6,31540461
cg17709873,chr6,31540456
cg22318806,chr6,31540411
cg09088496,chr13,24825973
cg14522718,chr9,130868874
cg14597739,chr6,31539998
cg17169196,chr6,31540026
cg02402436,chr6,31540051
cg21999229,chr6,31540014
cg14437551,chr6,31539986
cg14506192,chr12,122711988
cg25140783,chr1,24861872
cg26692749,chr1,24861919
cg26354221,chr22,24822802
cg00556515,chr12,6442607
cg02691035,chr16,89163800
cg24456340,chr17,47286483
cg03254928,chr11,118214810
cg13750061,chr11,118214845
cg19529732,chr12,122712101
cg14094409,chr12,122712093
cg08622923,chr12,122712116
cg10802680,chr12,122712075
cg11804414,chr12,122712137
cg11683242,chr1,32716557
cg02387618,chr5,133453480
cg23825480,chr22,31336785
cg08622923,chr12,122712116
cg21805118,chr12,122712153
cg11804414,chr12,122712137
cg18349022,chr7,99222459
cg13815684,chr6,31540440
cg26348243,chr6,31540461
cg17709873,chr6,31540456
cg22318806,chr6,31540411
cg02324835,chr8,28919075
cg21341821,chr10,587122
cg05392293,chr10,13911331
cg00774149,chr3,52255721
cg13380109,chr3,52255762
cg26768318,chr15,100874800
cg17804342,chr10,121271663
cg00805874,chr6,31867847
cg25470384,chr6,31867836
cg04603811,chr6,31867873
cg09788778,chr6,31867822
cg11645762,chr6,31867819
cg20267828,chr6,128222390
cg02098313,chr6,128222378
cg03016153,chr1,117296954
cg01561807,chr13,114307602
cg10261205,chr11,289927
cg10411146,chr11,289966
cg02327522,chr19,14633030
cg11586857,chr6,31540136
cg24216966,chr6,31540121
cg09736959,chr6,31540114
cg07804973,chr13,114263406
cg16802439,chr16,88907184
cg05398700,chr14,102677141
cg18424841,chr20,61315444
cg20782252,chr7,2153774
cg11153071,chr17,78748077
cg19619585,chr15,101170019
cg24131359,chr12,69346994
cg04354689,chr16,2660830
cg03571959,chr16,2660876
cg04836151,chr8,144213766
cg13610659,chr12,56622608
cg16815625,chr8,141229477
cg09520857,chr2,242139924
cg14343513,chr17,78753273
cg15878616,chr20,52492209
cg11597277,chr20,52492248
cg07276358,chr13,114263342
cg11183227,chr15,91455407
cg03126713,chr16,89299480
cg02286380,chr17,4621205
cg13466002,chr17,4621252
cg03071500,chr11,325964
cg09597767,chr11,325915
cg15609237,chr2,179395885
cg08691235,chr2,179395935
cg19906284,chr2,179395912
cg02715602,chr19,4544446
cg18502618,chr21,46902264
cg21792134,chr3,121491382
cg27535410,chr19,846354
cg02930518,chr12,10183234
cg26262442,chr12,10183220
cg17469479,chr12,10183208
cg13830870,chr12,10183167
cg11059944,chr12,10183172
cg11222173,chr17,78748019
cg02368812,chr6,3019900
cg02930518,chr12,10183234
cg26262442,chr12,10183220
cg17469479,chr12,10183208
cg11059944,chr12,10183172
cg22662844,chr7,2116648
cg25600606,chr11,33308345
cg14642045,chr12,109538736
cg23128584,chr10,323649
cg17285931,chr2,240205408
cg16993108,chr7,1986301
cg27334271,chr16,89299756
cg17723958,chr12,124429295
cg22528270,chr7,151505116
cg13984928,chr17,3704574
cg00463732,chr17,3704621
cg03549146,chr16,69966902
cg00828556,chr3,196351986
cg25771026,chr3,196352027
cg12116137,chr17,1576449
cg25739938,chr2,9610621
cg13468144,chr17,4081428
cg18315935,chr1,45120295
cg15724534,chr2,211018363
cg16679543,chr6,157913024
cg08253808,chr14,102676957
cg20107506,chr4,100874826
cg14028598,chr1,171714300
cg15878616,chr20,52492209
cg11597277,chr20,52492248
cg11376341,chr10,21796152
cg25752703,chr3,128710390
cg02286380,chr17,4621205
cg13466002,chr17,4621252
cg10826999,chr1,225862288
cg13876222,chr9,139399348
cg09452568,chr5,54275198
cg00992687,chr5,54275155
cg10611016,chr11,6225759
cg15029631,chr12,52078762
cg00439981,chr6,170684299
cg14066298,chr6,30297565
cg01383911,chr6,30297627
cg06230847,chr6,30297594
cg07033722,chr1,40539032
cg14514483,chr6,158068455
cg13026550,chr6,158068497
cg06867755,chr2,225397387
cg17331920,chr17,4081325
cg01785719,chr8,143404187
cg15457217,chr2,224780409
cg05418105,chr22,50981406
cg05085169,chr20,61443751
cg12031275,chr15,101093834
cg21426759,chr6,30303126
cg03071500,chr11,325964
cg09597767,chr11,325915
cg17572056,chr3,195947062
cg20700740,chr1,9339683
cg13633625,chr9,114706971
cg14345154,chr14,89299302
cg10456459,chr12,22843015
cg01332882,chr20,47874155
cg21781157,chr20,47874111
cg23334433,chr17,79129051
cg13618516,chr17,79129078
cg06623899,chr8,142161840
cg13466180,chr19,13054470
cg25605731,chr19,13054434
cg04334723,chr19,13054427
cg01692842,chr11,134126364
cg20203469,chr11,134126284
cg19037107,chr11,134126323
cg22381196,chr16,72041376
cg15520845,chr1,205688760
cg13931640,chr9,137277819
cg07737292,chr16,56892460
cg01040749,chr10,134400440
cg17090611,chr8,17017866
cg18095675,chr3,197272311
cg14189391,chr2,25527347
cg10239163,chr2,25527366
cg00471371,chr18,74114728
cg12019801,chr18,74114708
cg26514623,chr6,13295561
cg27340480,chr19,44170526
cg19055828,chr12,51139321
cg14516183,chr3,122928186
cg10342963,chr15,99443213
cg23990557,chr15,99443249
cg13595556,chr9,129648322
cg01383911,chr6,30297627
cg06230847,chr6,30297594
cg18869709,chr22,43342938
cg09050670,chr16,1521617
cg05413628,chr16,1521656
cg08810397,chr16,1521676
cg04012618,chr16,21548169
cg08640475,chr16,85551478
cg10099827,chr16,85551514
cg08640475,chr16,85551478
cg10099827,chr16,85551514
cg04315923,chr16,29634191
cg19586199,chr19,14225172
cg17052552,chr8,41654404
cg16760382,chr7,65419261
cg12711054,chr7,65419231
cg21104363,chr7,65419248
cg01953317,chr2,55642894
cg18168751,chr4,974821
cg14203426,chr7,101723947
cg23144852,chr3,193405999
cg21414595,chr12,123633306
cg25185536,chr2,37642493
cg24108508,chr1,179016233
cg10773745,chr12,123633142
cg09846625,chr3,127305070
cg04983687,chr16,88558223
cg05958985,chr16,88558237
cg23580509,chr11,94820250
cg03445653,chr16,1405223
cg07352016,chr18,55250568
cg16666745,chr5,153753045
cg21768884,chr17,60770550
cg05184016,chr7,149543136
cg07970948,chr7,149543165
cg04498775,chr21,44573062
cg15974642,chr10,91137622
cg12006794,chr4,156679085
cg03907313,chr12,49087549
cg00263619,chr12,94727462
cg13483984,chr1,224580455
cg08221288,chr14,50081280
cg26811065,chr6,32825360
cg12065228,chr1,19652788
cg09797433,chr4,87938832
cg03967329,chr6,26030329
cg23293256,chr10,11631072
cg05279229,chr7,1896384
cg19850275,chr10,75654257
cg07338119,chr7,157211683
cg13545717,chr9,126585875
cg26888623,chr6,37871320
cg06093201,chr16,1405095
cg08923054,chr8,41654455
cg23090159,chr7,65419194
cg25643253,chr7,65419190
cg20836212,chr7,65419185
cg12711054,chr7,65419231
cg03325598,chr3,12994877
cg05286196,chr3,12994919
cg22353369,chr8,128972450
cg15856832,chr3,49127364
cg05893843,chr5,119846291
cg01499988,chr9,35755346
cg06876040,chr16,1462119
cg07173484,chr16,67237089
cg02814691,chr1,182760900
cg07050712,chr17,47372126
cg05184016,chr7,149543136
cg07970948,chr7,149543165
cg04198125,chr7,157211777
cg05477517,chr6,164531576
cg10330847,chr3,141031715
cg12099546,chr15,72763849
cg17203290,chr8,99105576
cg11310939,chr5,126257116
cg09085220,chr16,8736433
cg23434428,chr10,6557129
cg03184452,chr8,13105155
cg15034267,chr22,39106452
cg04276669,chr4,26319867
cg11730703,chr14,105167607
cg27286011,chr14,105167574
cg25196715,chr1,94489791
cg27259391,chr16,29314418
cg11987455,chr1,43290834
cg13363640,chr11,2985302
cg07986378,chr12,11898284
cg19382157,chr7,2124566
cg08223760,chr1,43291209
cg06857116,chr17,15885326
cg01742370,chr1,228352412
cg12298872,chr1,228352449
cg04141129,chr12,32530696
cg10443146,chr2,170779769
cg26136776,chr19,12998426
cg11896104,chr19,12998435
cg01335658,chr10,131567534
cg03325598,chr3,12994877
cg05286196,chr3,12994919
cg26396815,chr4,102878132
cg19232164,chr11,114320724
cg00308936,chr1,85883665
cg22987457,chr7,157211561
cg26806603,chr7,142659378
cg17784922,chr7,142659425
cg10668363,chr19,52076691
cg06408559,chr1,212963092
cg08806644,chr12,123632825
cg23812679,chr3,57985453
cg26420795,chr21,47451611
cg15982099,chr11,47399813
cg19135352,chr17,16176891
cg16729016,chr1,213298061
cg11787626,chr1,147233738
cg21267551,chr1,147233743
cg04784315,chr9,125797284
cg25721818,chr12,54689916
cg10108888,chr7,77064285
cg03290602,chr14,101514051
cg19071507,chr2,70232569
cg01500431,chr22,24388327
cg07185119,chr2,31459843
cg01044465,chr19,42914685
cg08502383,chr19,1377233
cg01537765,chr19,42914828
cg13052101,chr11,68517529
cg14043593,chr19,48220211
cg05342467,chr7,2029732
cg19601293,chr7,2029752
cg01879273,chr2,236506413
cg06651376,chr17,1690794
cg11274148,chr17,78876656
cg14038482,chr1,8384484
cg06723421,chr1,8384440
cg15575320,chr1,8384513
cg26065792,chr5,4023752
cg07949777,chr2,128388876
cg00953309,chr1,16460784
cg01772149,chr1,3038216
cg05721751,chr10,1707576
cg25379549,chr10,1707569
cg11351958,chr11,75277791
cg17522332,chr10,1707523
cg05721751,chr10,1707576
cg25379549,chr10,1707569
cg02353814,chr5,135146660
cg21555471,chr15,41060201
cg23022656,chr1,42628585
cg17522332,chr10,1707523
cg25379549,chr10,1707569
cg05643613,chr3,11592649
cg07055259,chr2,236300855
cg26080331,chr13,113613318
cg04081844,chr13,113613272
cg10634728,chr19,418906
cg18328265,chr19,418899
cg27290274,chr1,15386739
cg00838040,chr16,84446919
cg17858500,chr20,3734725
cg25283432,chr12,125282561
cg03034934,chr16,88965044
cg06210783,chr11,68205335
cg22432760,chr17,80829718
cg10634728,chr19,418906
cg18328265,chr19,418899
cg12257170,chr19,2222026
cg09577425,chr6,163731978
cg06991955,chr16,2114232
cg18641463,chr7,2144579
cg27083825,chr6,158453594
cg21592241,chr11,2735126
cg05342467,chr7,2029732
cg19601293,chr7,2029752
cg22396632,chr1,3079212
cg20640374,chr15,31355304
cg14393952,chr18,56439236
cg14284797,chr9,136545056
cg14329833,chr7,134850443
cg14660539,chr6,3280635
cg18327049,chr14,103470338
cg13496790,chr3,66455738
cg14858786,chr12,6436676
cg00715343,chr17,76171845
cg05740106,chr6,169273346
cg20876525,chr6,169273382
cg11387916,chr6,169273332
cg22770294,chr4,3308933
cg00667841,chr4,3308884
cg20163085,chr1,10510396
cg05837235,chr17,77043815
cg18045556,chr22,39627786
cg01413848,chr1,3081226
cg05229649,chr10,102765404
cg18326783,chr10,102765364
cg07805940,chr12,130909013
cg07455504,chr16,1080144
cg15168958,chr13,99100528
cg17380943,chr13,99100506
cg04432275,chr3,70901528
cg24863254,chr3,70901479
cg04056669,chr3,195614059
cg12602405,chr17,79456824
cg24679453,chr1,3079069
cg19637686,chr12,132824369
cg16601444,chr19,47214184
cg25729585,chr1,203056475
cg15470344,chr1,203056504
cg26032417,chr2,241185226
cg11924452,chr2,241185198
cg26328150,chr8,140749377
cg08255187,chr22,39627689
cg23046231,chr2,201342582
cg03490289,chr8,49729253
cg03531984,chr17,3500374
cg09837481,chr17,3500383
cg11106060,chr17,3500417
cg18100532,chr17,3500408
cg14762845,chr17,3500390
cg26855231,chr17,44249543
cg14374015,chr17,44249569
cg22758834,chr7,95222104
cg18564849,chr1,230958741
cg11516540,chr7,4743394
cg14012264,chr7,4743426
cg19080320,chr7,4743346
cg08722200,chr20,55960520
cg00972522,chr16,1961953
cg14247862,chr17,80764631
cg03307425,chr4,866811
cg25950036,chr7,158342934
cg11060349,chr7,158342963
cg23949969,chr5,180219412
cg22001208,chr19,18782374
cg13312036,chr17,1386274
cg12218126,chr19,42912486
cg27116577,chr16,1012601
cg13253153,chr11,2826988
cg12851635,chr11,2826951
cg06595211,chr16,3999188
cg02627286,chr16,89590583
cg14717314,chr7,139227111
cg03658690,chr6,31692260
cg07739478,chr6,31692234
cg07449758,chr6,31692300
cg26114961,chr6,31692295
cg18253799,chr17,78069191
cg01709045,chr6,168388388
cg14333800,chr6,168388364
cg14552882,chr8,93091082
cg24530527,chr7,1162932
cg18110590,chr13,113636679
cg22352169,chr1,8394401
cg25767112,chr1,8394362
cg19295840,chr17,76893690
cg03057173,chr16,57552056
cg19327049,chr12,133306772
cg01901624,chr12,133306722
cg13021479,chr17,8380298
cg08314543,chr17,8380278
cg14181009,chr9,132638536
cg05561386,chr17,76455102
cg10192483,chr7,76632239
cg07209034,chr16,72459825
cg27088725,chr16,72459796
cg02300356,chr1,2027983
cg05945584,chr5,688486
cg09563846,chr11,875758
cg27047577,chr1,1473193
cg01536190,chr1,1473147
cg17854981,chr7,100274472
cg04145522,chr16,87738833
cg08922090,chr16,87730600
cg11068784,chr4,2277713
cg06554342,chr4,2277752
cg21520607,chr20,62200854
cg23957118,chr20,62200850
cg19453893,chr5,16794840
cg11203538,chr5,16794797
cg05791870,chr16,136656
cg08447380,chr8,8185703
cg25124228,chr12,125621409
cg25454298,chr7,150815445
cg03445663,chr2,242170236
cg09235936,chr2,242170211
cg06161317,chr16,88598525
cg20392203,chr7,636590
cg27462820,chr7,636583
cg19453893,chr5,16794840
cg11203538,chr5,16794797
cg05527091,chr1,1046324
cg26275858,chr10,131694689
cg20800606,chr10,131694675
cg24954453,chr5,780549
