acc,chr,pos
cg25131632,chr10,92789283
cg11699517,chr17,81452770
cg21373806,chr17,81452808
cg00900735,chr17,75320424
cg03717570,chr17,75320415
cg01884715,chr17,75320373
cg06943385,chr17,75320402
cg01199327,chr11,44605200
cg22697239,chr11,44605158
cg04696391,chr16,2971793
cg10854528,chr2,54628797
cg24299136,chr19,2511709
cg09437994,chr16,88968739
cg09848445,chr10,43106414
cg23683962,chr3,24508012
cg20043258,chr14,103002245
cg01453814,chr19,49325384
cg00041047,chr19,49325372
cg06237487,chr19,49325410
cg24188017,chr19,49325401
cg19590591,chr12,132772832
cg23755933,chr12,132772797
cg00762029,chr4,184396284
cg00181849,chr16,870856
cg27205928,chr7,1023016
cg16492851,chr7,1023045
cg17768768,chr7,2908489
cg16586807,chr7,2908447
cg06567596,chr7,98203518
cg13659700,chr7,98203529
cg00900735,chr17,75320424
cg03717570,chr17,75320415
cg06943385,chr17,75320402
cg01199327,chr11,44605200
cg22697239,chr11,44605158
cg01152616,chr6,30651396
cg13584784,chr6,30651413
cg01676996,chr6,30651390
cg05143092,chr6,30651432
cg14331899,chr11,61357888
cg05480110,chr3,195807983
cg10067737,chr2,88859676
cg18445426,chr2,88859693
cg25683989,chr12,110686410
cg23087108,chr1,1185237
cg05934015,chr12,128795720
cg02742418,chr12,128795843
cg09717923,chr16,1390497
cg14936008,chr14,106851799
cg26615224,chr19,1621125
cg17995557,chr10,124601402
cg07015784,chr2,218393037
cg06934654,chr16,89114334
cg01453814,chr19,49325384
cg00041047,chr19,49325372
cg06237487,chr19,49325410
cg24188017,chr19,49325401
cg17232476,chr11,121570171
cg05921138,chr11,121570140
cg16085171,chr12,123084571
cg15035590,chr3,66387032
cg03382805,chr22,23563395
cg25087423,chr11,118883826
cg16235962,chr11,118883798
cg26164712,chr11,118883856
cg04625873,chr11,118883821
cg03680932,chr6,16306452
cg07337602,chr3,186996573
cg18067520,chr6,106666719
cg21964798,chr5,1503144
cg19590591,chr12,132772832
cg23755933,chr12,132772797
cg27436324,chr22,35298377
cg10395806,chr11,70434495
cg27565966,chr16,28931877
cg05433111,chr16,28931911
cg12349571,chr15,70072020
cg01666796,chr15,70071988
cg11199827,chr10,48673011
cg17441377,chr17,4003346
cg23730277,chr4,101813595
cg14579184,chr17,82915489
cg26318872,chr14,103692392
cg16931707,chr12,42479400
cg04315214,chr1,2112360
cg13918804,chr1,2112322
cg08817507,chr17,81966192
cg23881099,chr17,81966144
cg10842070,chr20,63918006
cg05898333,chr20,63918032
cg14060402,chr9,37141149
cg11193201,chr1,161707662
cg11020333,chr7,2822221
cg06091647,chr17,80925592
cg10067737,chr2,88859676
cg18445426,chr2,88859693
cg18092363,chr18,79442678
cg02231062,chr22,41925083
cg25314733,chr7,2207838
cg04576021,chr6,32816478
cg27224881,chr15,32899497
cg22045055,chr1,167747148
cg16695253,chr16,88046156
cg16471167,chr16,88046133
cg16256592,chr5,176237218
cg02027263,chr5,176237221
cg16280667,chr11,118883884
cg26164712,chr11,118883856
cg11872040,chr17,82861152
cg27579854,chr17,82861116
cg07493874,chr5,1342057
cg14733637,chr5,1342085
cg05905124,chr5,1342009
cg09799039,chr2,239292180
cg11160673,chr3,107521628
cg07110949,chr4,1316090
cg21565496,chr13,40188013
cg27128883,chr8,37581325
cg09276842,chr1,1219646
cg15039797,chr7,139635600
cg21387735,chr6,166494891
cg19001909,chr17,27878914
cg23635663,chr22,30243990
cg11236515,chr2,73986635
cg07876450,chr8,1791899
cg24885442,chr8,1791893
cg10730425,chr19,1035094
cg12419766,chr7,157827753
cg26003388,chr17,78133452
cg07876450,chr8,1791899
cg24885442,chr8,1791893
cg16452866,chr14,99189339
cg01154505,chr2,112182832
cg03388043,chr17,82126678
cg10505658,chr17,82126695
cg01877778,chr7,157622846
cg11848483,chr8,143461316
cg12044599,chr11,67438837
cg23468927,chr11,67438792
cg00791190,chr22,49829925
cg12644845,chr7,150477544
cg07970040,chr1,9729107
cg04340595,chr1,9729116
cg08484479,chr5,887304
cg09032544,chr1,167518058
cg09234252,chr10,8331696
cg07786657,chr1,167518396
cg14522718,chr9,128106595
cg06164961,chr11,118304960
cg24612198,chr11,118304916
cg25226014,chr3,45943450
cg01083549,chr16,89101963
cg08450017,chr3,45943346
cg27316811,chr16,1526145
cg01874152,chr12,54982075
cg26472802,chr21,44293836
cg23366234,chr21,44293821
cg01366941,chr16,12079105
cg12047375,chr8,53844572
cg13619891,chr14,106200782
cg04162316,chr17,80812555
cg03641640,chr13,114010940
cg25599673,chr3,187020582
cg01040649,chr3,187020532
cg25599673,chr3,187020582
cg01040649,chr3,187020532
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg20105257,chr6,30492467
cg08338281,chr12,55928883
cg11893955,chr8,29061304
cg02387618,chr5,134117789
cg04716447,chr12,122006715
cg14480046,chr12,122006674
cg23825480,chr22,30940798
cg25673720,chr17,76192520
cg17984638,chr4,48134435
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg13496119,chr14,97874669
cg07015803,chr14,99189256
cg17615629,chr6,30492090
cg07570898,chr1,116738211
cg02661764,chr11,61066059
cg24150662,chr1,3033109
cg06201717,chr1,3033069
cg24841244,chr11,118342615
cg15260951,chr18,79405150
cg26472802,chr21,44293836
cg23366234,chr21,44293821
cg24118521,chr13,46898195
cg05506829,chr13,46898214
cg23881368,chr13,46898208
cg07075299,chr13,46898225
cg13521018,chr10,132616342
cg17444479,chr10,132616365
cg09800500,chr12,24839322
cg17820878,chr1,27113972
cg13015616,chr6,26086357
cg08179431,chr6,26086343
cg22277485,chr6,111533363
cg14531564,chr1,1219473
cg07970040,chr1,9729107
cg04340595,chr1,9729116
cg12051710,chr12,2879904
cg10414881,chr14,22524063
cg20042612,chr14,22558826
cg16193207,chr8,23250448
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg02402436,chr6,31572274
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg13815684,chr6,31572663
cg26348243,chr6,31572684
cg17709873,chr6,31572679
cg22318806,chr6,31572634
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg02402436,chr6,31572274
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg00052964,chr2,84908699
cg24008435,chr15,100597771
cg13815684,chr6,31572663
cg26348243,chr6,31572684
cg17709873,chr6,31572679
cg22318806,chr6,31572634
cg13651908,chr2,203705310
cg10240150,chr2,203705344
cg03172657,chr16,89097217
cg07661835,chr16,89097170
cg08570691,chr19,49490616
cg11252555,chr19,49490608
cg09104284,chr16,89983694
cg07794169,chr16,89983743
cg00944599,chr7,98882185
cg25140783,chr1,24535382
cg26692749,chr1,24535429
cg20504474,chr17,82303210
cg01804183,chr5,35856322
cg22689323,chr8,142844909
cg01525879,chr11,67440027
cg16374333,chr1,157133849
cg04724177,chr16,12460179
cg05949181,chr22,38758586
cg08482359,chr7,583197
cg18070458,chr11,121449218
cg08570691,chr19,49490616
cg11252555,chr19,49490608
cg03254928,chr11,118344095
cg13750061,chr11,118344130
cg23357533,chr13,41470537
cg03016153,chr1,116754332
cg09088496,chr13,24251835
cg02600394,chr4,48134217
cg20981615,chr4,48134263
cg24430034,chr13,109733829
cg26573274,chr13,109733805
cg02407068,chr4,39770231
cg24430034,chr13,109733829
cg26573274,chr13,109733805
cg21333217,chr3,129558478
cg00805874,chr6,31900070
cg06636203,chr6,31900011
cg25470384,chr6,31900059
cg04603811,chr6,31900096
cg09788778,chr6,31900045
cg11645762,chr6,31900042
cg27287951,chr7,921685
cg26648465,chr16,85642806
cg23520889,chr14,105335369
cg00805874,chr6,31900070
cg25470384,chr6,31900059
cg04603811,chr6,31900096
cg09788778,chr6,31900045
cg11645762,chr6,31900042
cg17893934,chr10,812877
cg10107671,chr19,647289
cg15956469,chr12,10312673
cg22521333,chr19,4652239
cg18740289,chr6,2436908
cg11792824,chr6,2436913
cg13127825,chr6,31900142
cg00805874,chr6,31900070
cg25470384,chr6,31900059
cg04603811,chr6,31900096
cg25013586,chr6,31900138
cg25861453,chr6,31900129
cg24612059,chr17,46024096
cg15690475,chr17,46024087
cg00459243,chr6,31899949
cg10917426,chr6,31899921
cg16463880,chr6,31899930
cg04392554,chr22,46289575
cg00805874,chr6,31900070
cg06636203,chr6,31900011
cg25470384,chr6,31900059
cg09788778,chr6,31900045
cg11645762,chr6,31900042
cg18479798,chr11,64766151
cg09061454,chr16,31064038
cg24612059,chr17,46024096
cg15690475,chr17,46024087
cg15729230,chr1,172659374
cg18247172,chr15,90827003
cg05875239,chr14,99321222
cg17566718,chr10,70597979
cg20949306,chr2,135169064
cg08876481,chr10,812983
cg06296597,chr10,812960
cg12500857,chr7,74231600
cg21828319,chr7,74231636
cg12550496,chr6,168884249
cg10213762,chr6,168884224
cg26101890,chr2,227320680
cg09776718,chr19,29673913
cg00910503,chr17,82435790
cg15039797,chr7,139635600
cg24137511,chr19,18149520
cg06706159,chr19,18149540
cg16183122,chr10,86706632
cg12226453,chr4,970223
cg18973586,chr4,970180
cg12803060,chr7,101206876
cg04925085,chr11,120956882
cg12550496,chr6,168884249
cg10213762,chr6,168884224
cg17720554,chr6,168884190
cg20042612,chr14,22558826
cg27274718,chr3,15731383
cg21813265,chr1,17416470
cg12226453,chr4,970223
cg18973586,chr4,970180
cg13617280,chr12,128814917
cg16316183,chr12,128814920
cg24410690,chr12,128814936
cg24586376,chr7,915914
cg08415156,chr16,88906368
cg02176148,chr7,128029165
cg14059988,chr7,128029117
cg00293189,chr3,187138652
cg08876481,chr10,812983
cg06296597,chr10,812960
cg22795307,chr2,241579928
cg12332083,chr11,1275239
cg10584478,chr17,81455504
cg06183287,chr1,48221720
cg01416168,chr1,48221687
cg09115713,chr16,88766068
cg03831847,chr16,88766077
cg08798862,chr16,88766124
cg09631939,chr20,62007422
cg26675329,chr2,102417293
cg11335172,chr2,102417339
cg00459243,chr6,31899949
cg10917426,chr6,31899921
cg16463880,chr6,31899930
cg14562426,chr6,31899980
cg00711896,chr16,30398730
cg22977745,chr12,124424385
cg00169184,chr12,124424374
cg14907310,chr11,2266504
cg03726963,chr8,1860309
cg01017397,chr7,915860
cg21964798,chr5,1503144
cg09235217,chr2,231398319
cg23617947,chr3,195620164
cg14930335,chr2,235711123
cg27309098,chr2,235711104
cg00462849,chr2,12712901
cg13682598,chr10,133381901
cg26971585,chr10,70598818
cg12500857,chr7,74231600
cg21828319,chr7,74231636
cg19529732,chr12,122227554
cg14094409,chr12,122227546
cg08622923,chr12,122227569
cg10802680,chr12,122227528
cg11804414,chr12,122227590
cg11535839,chr2,28359809
cg13617280,chr12,128814917
cg16316183,chr12,128814920
cg24410690,chr12,128814936
cg20699157,chr13,23954012
cg02287105,chr6,32147507
cg14798382,chr19,16518995
cg05355684,chr16,88653971
cg08326410,chr19,54803429
cg01454237,chr19,54803424
cg10214132,chr19,3814133
cg06233301,chr16,1450358
cg02240030,chr7,2050245
cg06504636,chr7,2050206
cg24137511,chr19,18149520
cg06706159,chr19,18149540
cg00054352,chr13,114126197
cg24408769,chr6,15505854
cg02891728,chr7,151391150
cg12103219,chr19,29674401
cg24042899,chr17,83028676
cg13523236,chr12,128792595
cg19456938,chr3,114293959
cg13669740,chr3,114293986
cg13617280,chr12,128814917
cg16316183,chr12,128814920
cg24410690,chr12,128814936
cg03538296,chr1,15065937
cg00829063,chr2,8455940
cg22977745,chr12,124424385
cg03747304,chr12,124424331
cg00169184,chr12,124424374
cg24143611,chr19,47754897
cg21180201,chr7,1943868
cg08171667,chr15,75333749
cg01532713,chr19,54850449
cg09494176,chr4,3192141
cg05643988,chr10,119815833
cg24431515,chr11,290447
cg27316811,chr16,1526145
cg11947782,chr1,9715927
cg26472802,chr21,44293836
cg23366234,chr21,44293821
cg19001909,chr17,27878914
cg26472802,chr21,44293836
cg23366234,chr21,44293821
cg01877778,chr7,157622846
cg17820878,chr1,27113972
cg10730425,chr19,1035094
cg19529732,chr12,122227554
cg14094409,chr12,122227546
cg08622923,chr12,122227569
cg10802680,chr12,122227528
cg11804414,chr12,122227590
cg03388043,chr17,82126678
cg10505658,chr17,82126695
cg00219921,chr2,86785687
cg20042612,chr14,22558826
cg07236781,chr1,24964550
cg03172657,chr16,89097217
cg07661835,chr16,89097170
cg16452866,chr14,99189339
cg13127825,chr6,31900142
cg00805874,chr6,31900070
cg25470384,chr6,31900059
cg04603811,chr6,31900096
cg25013586,chr6,31900138
cg25861453,chr6,31900129
cg09234252,chr10,8331696
cg21565496,chr13,40188013
cg11236515,chr2,73986635
cg07110949,chr4,1316090
cg01002223,chr1,8926975
cg20105257,chr6,30492467
cg09032544,chr1,167518058
cg09120938,chr12,132848069
cg06164961,chr11,118304960
cg24612198,chr11,118304916
cg07786657,chr1,167518396
cg13619891,chr14,106200782
cg02167713,chr17,81663085
cg04042333,chr17,1201371
cg24150662,chr1,3033109
cg06201717,chr1,3033069
cg08570691,chr19,49490616
cg11252555,chr19,49490608
cg21387735,chr6,166494891
cg07970040,chr1,9729107
cg04340595,chr1,9729116
cg08450017,chr3,45943346
cg22512531,chr11,122838843
cg12226453,chr4,970223
cg18973586,chr4,970180
cg04716447,chr12,122006715
cg14480046,chr12,122006674
cg11893955,chr8,29061304
cg08338281,chr12,55928883
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg13521018,chr10,132616342
cg17444479,chr10,132616365
cg11848483,chr8,143461316
cg03480001,chr13,113633341
cg16272981,chr5,1489774
cg08697251,chr5,1489760
cg26922780,chr16,88703035
cg08570691,chr19,49490616
cg11252555,chr19,49490608
cg10977115,chr11,122838763
cg25939861,chr2,86793814
cg24841244,chr11,118342615
cg17615629,chr6,30492090
cg04759756,chr20,36645530
cg26757673,chr22,37149383
cg25226014,chr3,45943450
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg12044599,chr11,67438837
cg23468927,chr11,67438792
cg21330949,chr12,19404386
cg14287022,chr12,19404409
cg20894640,chr12,19404400
cg24118521,chr13,46898195
cg05506829,chr13,46898214
cg23881368,chr13,46898208
cg07075299,chr13,46898225
cg07720105,chr19,14480533
cg19517476,chr19,14480489
cg26003388,chr17,78133452
cg07015803,chr14,99189256
cg10414881,chr14,22524063
cg08484479,chr5,887304
cg14392283,chr8,143022170
cg16374333,chr1,157133849
cg22689323,chr8,142844909
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg02402436,chr6,31572274
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg23698124,chr17,2250883
cg03293732,chr17,39861561
cg13815684,chr6,31572663
cg26348243,chr6,31572684
cg17709873,chr6,31572679
cg22318806,chr6,31572634
cg09088496,chr13,24251835
cg14522718,chr9,128106595
cg14597739,chr6,31572221
cg17169196,chr6,31572249
cg02402436,chr6,31572274
cg21999229,chr6,31572237
cg14437551,chr6,31572209
cg14506192,chr12,122227441
cg25140783,chr1,24535382
cg26692749,chr1,24535429
cg26354221,chr22,24426834
cg00556515,chr12,6333441
cg02691035,chr16,89097392
cg24456340,chr17,49209121
cg03254928,chr11,118344095
cg13750061,chr11,118344130
cg19529732,chr12,122227554
cg14094409,chr12,122227546
cg08622923,chr12,122227569
cg10802680,chr12,122227528
cg11804414,chr12,122227590
cg11683242,chr1,32250956
cg02387618,chr5,134117789
cg23825480,chr22,30940798
cg08622923,chr12,122227569
cg21805118,chr12,122227606
cg11804414,chr12,122227590
cg18349022,chr7,99624836
cg13815684,chr6,31572663
cg26348243,chr6,31572684
cg17709873,chr6,31572679
cg22318806,chr6,31572634
cg02324835,chr8,29061558
cg21341821,chr10,541182
cg05392293,chr10,13869331
cg00774149,chr3,52221705
cg13380109,chr3,52221746
cg26768318,chr15,100334595
cg17804342,chr10,119512151
cg00805874,chr6,31900070
cg25470384,chr6,31900059
cg04603811,chr6,31900096
cg09788778,chr6,31900045
cg11645762,chr6,31900042
cg20267828,chr6,127901245
cg02098313,chr6,127901233
cg03016153,chr1,116754332
cg01561807,chr13,113653287
cg10261205,chr11,289927
cg10411146,chr11,289966
cg02327522,chr19,14522218
cg11586857,chr6,31572359
cg24216966,chr6,31572344
cg09736959,chr6,31572337
cg07804973,chr13,113609091
cg16802439,chr16,88840776
cg05398700,chr14,102210804
cg18424841,chr20,62684092
cg20782252,chr7,2114139
cg11153071,chr17,80774277
cg19619585,chr15,100629814
cg24131359,chr12,68953214
cg04354689,chr16,2610829
cg03571959,chr16,2610875
cg04836151,chr8,143132349
cg13610659,chr12,56228824
cg16815625,chr8,140219378
cg09520857,chr2,241200509
cg14343513,chr17,80779473
cg15878616,chr20,53875670
cg11597277,chr20,53875709
cg07276358,chr13,113609027
cg11183227,chr15,90912177
cg03126713,chr16,89233072
cg02286380,chr17,4717910
cg13466002,chr17,4717957
cg03071500,chr11,325964
cg09597767,chr11,325915
cg15609237,chr2,178531158
cg08691235,chr2,178531208
cg19906284,chr2,178531185
cg02715602,chr19,4544434
cg18502618,chr21,45482350
cg21792134,chr3,121772535
cg27535410,chr19,846354
cg02930518,chr12,10030635
cg26262442,chr12,10030621
cg17469479,chr12,10030609
cg13830870,chr12,10030568
cg11059944,chr12,10030573
cg11222173,chr17,80774219
cg02368812,chr6,3019666
cg02930518,chr12,10030635
cg26262442,chr12,10030621
cg17469479,chr12,10030609
cg11059944,chr12,10030573
cg22662844,chr7,2077013
cg25600606,chr11,33286799
cg14642045,chr12,109100931
cg23128584,chr10,277709
cg17285931,chr2,239283712
cg16993108,chr7,1946666
cg27334271,chr16,89233348
cg17723958,chr12,123944748
cg22528270,chr7,151808030
cg13984928,chr17,3801280
cg00463732,chr17,3801327
cg03549146,chr16,69932999
cg00828556,chr3,196625115
cg25771026,chr3,196625156
cg12116137,chr17,1673155
cg25739938,chr2,9470492
cg13468144,chr17,4178133
cg18315935,chr1,44654623
cg15724534,chr2,210153639
cg16679543,chr6,157491992
cg08253808,chr14,102210620
cg20107506,chr4,99953669
cg14028598,chr1,171745160
cg15878616,chr20,53875670
cg11597277,chr20,53875709
cg11376341,chr10,21507223
cg25752703,chr3,128991547
cg02286380,chr17,4717910
cg13466002,chr17,4717957
cg10826999,chr1,225674586
cg13876222,chr9,136504896
cg09452568,chr5,54979370
cg00992687,chr5,54979327
cg10611016,chr11,6204529
cg15029631,chr12,51684978
cg00439981,chr6,170375211
cg14066298,chr6,30329788
cg01383911,chr6,30329850
cg06230847,chr6,30329817
cg07033722,chr1,40073360
cg14514483,chr6,157647423
cg13026550,chr6,157647465
cg06867755,chr2,224532670
cg17331920,chr17,4178030
cg01785719,chr8,142322826
cg15457217,chr2,223915692
cg05418105,chr22,50542977
cg05085169,chr20,62812399
cg12031275,chr15,100553629
cg21426759,chr6,30335349
cg03071500,chr11,325964
cg09597767,chr11,325915
cg17572056,chr3,196220191
cg20700740,chr1,9279624
cg13633625,chr9,111944691
cg14345154,chr14,88832958
cg10456459,chr12,22690081
cg01332882,chr20,49257618
cg21781157,chr20,49257574
cg23334433,chr17,81155251
cg13618516,chr17,81155278
cg06623899,chr8,141151741
cg13466180,chr19,12943656
cg25605731,chr19,12943620
cg04334723,chr19,12943613
cg01692842,chr11,134256470
cg20203469,chr11,134256390
cg19037107,chr11,134256429
cg22381196,chr16,72007477
cg15520845,chr1,205719632
cg13931640,chr9,134385973
cg07737292,chr16,56858548
cg01040749,chr10,132586936
cg17090611,chr8,17160357
cg18095675,chr3,197545440
cg14189391,chr2,25304478
cg10239163,chr2,25304497
cg00471371,chr18,76402772
cg12019801,chr18,76402752
cg26514623,chr6,13295329
cg27340480,chr19,43666374
cg19055828,chr12,50745538
cg14516183,chr3,123209339
cg10342963,chr15,98899984
cg23990557,chr15,98900020
cg13595556,chr9,126886043
cg01383911,chr6,30329850
cg06230847,chr6,30329817
cg18869709,chr22,42946932
cg09050670,chr16,1471616
cg05413628,chr16,1471655
cg08810397,chr16,1471675
cg04012618,chr16,21536848
cg08640475,chr16,85517872
cg10099827,chr16,85517908
cg08640475,chr16,85517872
cg10099827,chr16,85517908
cg04315923,chr16,29622870
cg19586199,chr19,14114360
cg17052552,chr8,41796886
cg16760382,chr7,65954274
cg12711054,chr7,65954244
cg21104363,chr7,65954261
cg01953317,chr2,55415758
cg18168751,chr4,981033
cg14203426,chr7,102080667
cg23144852,chr3,193688210
cg21414595,chr12,123148759
cg25185536,chr2,37415350
cg24108508,chr1,179047098
cg10773745,chr12,123148595
cg09846625,chr3,127586227
cg04983687,chr16,88491815
cg05958985,chr16,88491829
cg23580509,chr11,95087086
cg03445653,chr16,1355222
cg07352016,chr18,57583336
cg16666745,chr5,154373485
cg21768884,chr17,62693189
cg05184016,chr7,149846047
cg07970948,chr7,149846076
cg04498775,chr21,43152952
cg15974642,chr10,89377865
cg12006794,chr4,155757933
cg03907313,chr12,48693766
cg00263619,chr12,94333686
cg13483984,chr1,224392753
cg08221288,chr14,49614562
cg26811065,chr6,32857583
cg12065228,chr1,19326294
cg09797433,chr4,87017680
cg03967329,chr6,26030101
cg23293256,chr10,11589073
cg05279229,chr7,1856748
cg19850275,chr10,73894499
cg07338119,chr7,157418989
cg13545717,chr9,123823596
cg26888623,chr6,37903544
cg06093201,chr16,1355094
cg08923054,chr8,41796937
cg23090159,chr7,65954207
cg25643253,chr7,65954203
cg20836212,chr7,65954198
cg12711054,chr7,65954244
cg03325598,chr3,12953377
cg05286196,chr3,12953419
cg22353369,chr8,127960204
cg15856832,chr3,49089931
cg05893843,chr5,120510596
cg01499988,chr9,35755349
cg06876040,chr16,1412118
cg07173484,chr16,67203186
cg02814691,chr1,182791765
cg07050712,chr17,49294764
cg05184016,chr7,149846047
cg07970948,chr7,149846076
cg04198125,chr7,157419083
cg05477517,chr6,164110544
cg10330847,chr3,141312873
cg12099546,chr15,72471508
cg17203290,chr8,98093348
cg11310939,chr5,126921424
cg09085220,chr16,8642576
cg23434428,chr10,6515167
cg03184452,chr8,13247646
cg15034267,chr22,38710447
cg04276669,chr4,26318245
cg11730703,chr14,104701270
cg27286011,chr14,104701237
cg25196715,chr1,94024235
cg27259391,chr16,29303097
cg11987455,chr1,42825163
cg13363640,chr11,2964072
cg07986378,chr12,11745350
cg19382157,chr7,2084931
cg08223760,chr1,42825538
cg06857116,chr17,15982012
cg01742370,chr1,228164711
cg12298872,chr1,228164748
cg04141129,chr12,32377762
cg10443146,chr2,169923259
cg26136776,chr19,12887612
cg11896104,chr19,12887621
cg01335658,chr10,129769270
cg03325598,chr3,12953377
cg05286196,chr3,12953419
cg26396815,chr4,101956975
cg19232164,chr11,114450002
cg00308936,chr1,85417982
cg22987457,chr7,157418867
cg26806603,chr7,142962291
cg17784922,chr7,142962338
cg10668363,chr19,51573438
cg06408559,chr1,212789750
cg08806644,chr12,123148278
cg23812679,chr3,57999726
cg26420795,chr21,46031697
cg15982099,chr11,47378262
cg19135352,chr17,16273577
cg16729016,chr1,213124718
cg11787626,chr1,147761630
cg21267551,chr1,147761635
cg04784315,chr9,123035005
cg25721818,chr12,54296132
cg10108888,chr7,77434968
cg03290602,chr14,101047714
cg19071507,chr2,70005437
cg01500431,chr22_KI270879v1_alt,282502
cg07185119,chr2,31236977
cg01044465,chr19,42410533
cg08502383,chr19,1377234
cg01537765,chr19,42410676
cg13052101,chr11,68750061
cg14043593,chr19,47716954
cg05342467,chr7,1990097
cg19601293,chr7,1990117
cg01879273,chr2,235597769
cg06651376,chr17,1787500
cg11274148,chr17,80902856
cg14038482,chr1,8324424
cg06723421,chr1,8324380
cg15575320,chr1,8324453
cg26065792,chr5,4023638
cg07949777,chr2,127631301
cg00953309,chr1,16134289
cg01772149,chr1,3121652
cg05721751,chr10,1665382
cg25379549,chr10,1665375
cg11351958,chr11,75566746
cg17522332,chr10,1665329
cg05721751,chr10,1665382
cg25379549,chr10,1665375
cg02353814,chr5,135810971
cg21555471,chr15,40768003
cg23022656,chr1,42162914
cg17522332,chr10,1665329
cg25379549,chr10,1665375
cg05643613,chr3,11551175
cg07055259,chr2,235392211
cg26080331,chr13,112959004
cg04081844,chr13,112958958
cg10634728,chr19,418906
cg18328265,chr19,418899
cg27290274,chr1,15060243
cg00838040,chr16,84413313
cg17858500,chr20,3754078
cg25283432,chr12,124798015
cg03034934,chr16,88898636
cg06210783,chr11,68437867
cg22432760,chr17,82871842
cg10634728,chr19,418906
cg18328265,chr19,418899
cg12257170,chr19,2222027
cg09577425,chr6,163310946
cg06991955,chr16,2064231
cg18641463,chr7,2104944
cg27083825,chr6,158032562
cg21592241,chr11,2713896
cg05342467,chr7,1990097
cg19601293,chr7,1990117
cg22396632,chr1,3162648
cg20640374,chr15,31063101
cg14393952,chr18,58772004
cg14284797,chr9,133679934
cg14329833,chr7,135165691
cg14660539,chr6,3280401
cg18327049,chr14,103004001
cg13496790,chr3,66405314
cg14858786,chr12,6327510
cg00715343,chr17,78175764
cg05740106,chr6,168873251
cg20876525,chr6,168873287
cg11387916,chr6,168873237
cg22770294,chr4,3307206
cg00667841,chr4,3307157
cg20163085,chr1,10450339
cg05837235,chr17,79047733
cg18045556,chr22,39231781
cg01413848,chr1,3164662
cg05229649,chr10,101005647
cg18326783,chr10,101005607
cg07805940,chr12,130424468
cg07455504,chr16,1030144
cg15168958,chr13,98448274
cg17380943,chr13,98448252
cg04432275,chr3,70852377
cg24863254,chr3,70852328
cg04056669,chr3,195887188
cg12602405,chr17,81489798
cg24679453,chr1,3162505
cg19637686,chr12,132247816
cg16601444,chr19,46710927
cg25729585,chr1,203087347
cg15470344,chr1,203087376
cg26032417,chr2,240245809
cg11924452,chr2,240245781
cg26328150,chr8,139737134
cg08255187,chr22,39231684
cg23046231,chr2,200477859
cg03490289,chr8,48816694
cg03531984,chr17,3597080
cg09837481,chr17,3597089
cg11106060,chr17,3597123
cg18100532,chr17,3597114
cg14762845,chr17,3597096
cg26855231,chr17,46172177
cg14374015,chr17,46172203
cg22758834,chr7,95592792
cg18564849,chr1,230822995
cg11516540,chr7,4703763
cg14012264,chr7,4703795
cg19080320,chr7,4703715
cg08722200,chr20,57385464
cg00972522,chr16,1911952
cg14247862,chr17,82806755
cg03307425,chr4,873023
cg25950036,chr7,158550242
cg11060349,chr7,158550271
cg23949969,chr5,180792412
cg22001208,chr19,18671564
cg13312036,chr17,1482980
cg12218126,chr19,42408334
cg27116577,chr16,962601
cg13253153,chr11,2805758
cg12851635,chr11,2805721
cg06595211,chr16,3949187
cg02627286,chr16,89524175
cg14717314,chr7,139542365
cg03658690,chr6,31724483
cg07739478,chr6,31724457
cg07449758,chr6,31724523
cg26114961,chr6,31724518
cg18253799,chr17,80095392
cg01709045,chr6,167987708
cg14333800,chr6,167987684
cg14552882,chr8,92078854
cg24530527,chr7,1123296
cg18110590,chr13,112982365
cg22352169,chr1,8334341
cg25767112,chr1,8334302
cg19295840,chr17,78897608
cg03057173,chr16,57518144
cg19327049,chr12,132730186
cg01901624,chr12,132730136
cg13021479,chr17,8476980
cg08314543,chr17,8476960
cg14181009,chr9,129876257
cg05561386,chr17,78459020
cg10192483,chr7,77002922
cg07209034,chr16,72425926
cg27088725,chr16,72425897
cg02300356,chr1,2096544
cg05945584,chr5,688371
cg09563846,chr11,875758
cg27047577,chr1,1537813
cg01536190,chr1,1537767
cg17854981,chr7,100676849
cg04145522,chr16,87705227
cg08922090,chr16,87696994
cg11068784,chr4,2275986
cg06554342,chr4,2276025
cg21520607,chr20,63569501
cg23957118,chr20,63569497
cg19453893,chr5,16794731
cg11203538,chr5,16794688
cg05791870,chr16,86657
cg08447380,chr8,8328187
cg25124228,chr12,125136863
cg25454298,chr7,151118358
cg03445663,chr2,241230821
cg09235936,chr2,241230796
